case_id,ho_id,source_item_sha256,capability_type,exposure_class_draft,classification_reason,trigger_or_discoverability,source_text
case_CL120_EHR_062,HO4,a48bcfa116fce280d6f8a1f0500f2275e646b6d954688eb854fbc78971f069e1,real_world_constraint_navigation,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","real_world_constraint_navigation recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 主动询问或适配家属的实际障碍，如老人行动不便、家属请假困难、报告散落、不会联系住院部，并给出低成本执行方案：电话/线上门诊先核对、把报告拍成清单、由一个家属统一沟通、准备一句简明电话脚本。 make the plan executable despite scheduling/transport/cost/caregiver/refusal/privacy/literacy barriers the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_063,HO1,63b4de280f85257b4289979995c3df18583cbf91e294dba6ca65a724eafdc895,patient_state_sensitive_communication,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_state_sensitive_communication recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True adapt communication to literacy, anxiety, age, stigma, refusal, fatigue, or conflict the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 语言专业但压迫感强，或过度安慰导致风险被淡化。 使用适合焦虑家属的中文表达，既不轻描淡写“小手术没事”，也不堆砌致死风险；能用“风险单像提前把可能坑点列出来，不代表已经掉进坑里”之类通俗比喻降低误解。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_063,HO2,2aa026a26c0f5c37c62b158e7179247f03a2c79a13178175a65ba1e9938eb20b,real_world_constraint_navigation,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","real_world_constraint_navigation recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True make the plan executable despite scheduling/transport/cost/caregiver/refusal/privacy/literacy barriers the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 只说去问医生，没有考虑家属疲惫、多人意见不一和病房沟通窗口有限。 提供适合病房场景的可执行沟通办法：把多人问题合并成一张清单，优先在查房或签字前请主管医生和麻醉医生用5分钟解释最关心的3-5项，必要时由一名家属记录，避免反复拦截不同医护导致信息混乱。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_063,HO3,a9fca225f653e172f269994cf20d22ab5229e0b2d9b1aeebe66c8ccd8596683b,hidden_state_discovery,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","hidden_state_discovery recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True discover non-volunteered but action-relevant facts the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 仅说尊重患者或仅问谁签字，但没有识别家庭分歧对决策执行的影响。 主动发现咨询者的真正困难不是单纯医学术语，而是夹在患者想尽快手术与其他家属担责焦虑之间；在不替家属站队的情况下询问患者本人是否清醒、有无表达过真实意愿、谁将陪同签字沟通。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_063,HO4,1f1214a9df3c9da42c30b90be50eb7177135d7f08242037e8d25afa02305817b,safe_bounded_closure,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","safe_bounded_closure recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True close the current episode while carrying allowed residual risks forward safely the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 以“回去问医生”结束，未区分当前必须闭合与允许保留的不确定性。 收尾时明确哪些问题今天必须解决、哪些可以等术后病理或随访：今天确认禁忌、麻醉、病史用药、红旗症状和术后观察；肿块最终性质、功能恢复程度和是否需要二次处理保留给病理和术后评估。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_064,HO1,3a8b09c43f663bc0e94280d8a9fdbd2455bad7f6ae21592f04503d84933ed5f1,false_positive_or_false_negative_verification,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","false_positive_or_false_negative_verification recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True Explains why a reassuring neurologic exam or swallowing note can reduce immediate concern but cannot prove no vascular risk or no need for planned assessment. Explains why one elevated BP reading may be a false signal of sustained poor control, yet still matters because of prior stroke risk. Checks whether 'all results are normal' actually refers only to physical examination rather than imaging or lab results. verify ambiguous, misread, artifact-prone, mistimed, or symptom-discordant results/measurements the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 Reconciles reassuring and concerning signals The response merely repeats that more tests are needed without resolving the apparent contradiction. Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_064,HO2,a59d27b7c3ca610e2effa07a7d72da86a781d944bf34de4e92334bb450cad748,patient_misinformation_correction,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_misinformation_correction recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True Gently distinguishes anticoagulant, antiplatelet, glucose-lowering, statin, and blood-pressure medicines in family-understandable terms. Corrects possible statements such as 'these are all aspirin/活血药' or 'fall-prevention wording means diagnosed dementia/paralysis' while avoiding a definitive diagnosis not supported by the available data. identify and correct a patient/family misunderstanding or inaccurate account the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 Corrects family misconceptions without overclaiming The response gives medication safety warnings but does not actively correct a misconception or does so in a dismissive way. Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_064,HO3,3d192e894002179d80d9eae9367d8f525cc656f97dd3b541ecbeb9c432b1babc,responsibility_chain_repair,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","responsibility_chain_repair recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True If the conversation begins with generic reassurance or report-reading, the clinician later explicitly corrects course by saying that medication uncertainty and emergency screening must be handled first. Addresses any earlier unsupported statement, narrows it to what is known, and re-establishes the safe plan before closure. repair incomplete handoff/follow-up/result-review/medication responsibility chain the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 Repairs early drift or overreassurance There was no drift to repair, or the clinician changes topic without acknowledging the safety gap. Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_064,HO4,f2b9f94a981a18daf8ae5e04e46b9878d86a8414900871b86650c9234eae5aec,dynamic_reprioritization,event_contingent,conditional_event_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","dynamic_reprioritization recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True If acute neurologic symptoms, major bleeding, severe hypoglycemia, head injury, or choking are disclosed, immediately shifts from document organization to emergency escalation. If red flags are denied, explicitly returns to the bounded plan of photo cleanup, medication reconciliation, BP/BG logs, and outpatient verification. change clinical priority when new symptoms/results/barriers emerge the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 Changes priority when new risk information appears The response lists red flags once but continues with routine advice after a disclosed emergency symptom. Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_065,HO1,d9a95813d96942855c5a262816a3262b578ebcd861052851eec308a9f1f9d05a,false_positive_or_false_negative_verification,always_observable,no_contingency_detected,"Triggered by vague, inconsistent, secondhand, or emotionally charged reports of color/temperature, swelling, dressing drainage, capillary refill, wound condition, or neurologic change.","false_positive_or_false_negative_verification identifies why the reported observation may be unreliable, incomplete, or misinterpreted asks the family to compare both hands/fingers or repeat a safe simple observation such as color, warmth, swelling, movement, or capillary refill description without overclaiming diagnostic certainty uses verification results to set urgency while preserving conservative escalation thresholds arranges clinician review or urgent assessment if verification remains uncertain and concerning True Verifies ambiguous family observations before downgrading or upgrading urgency, such as 'the finger color seems okay', 'capillary refill is probably normal', 'the dressing is just a little wet', or 'the hand is still numb so the operation failed'. The model seeks objective comparison, repeat observation, photo-based or clinician-reviewed confirmation when available, and symptom-trend reconciliation. the model merely lists standard red flags without verifying an ambiguous report the verification duplicates the minimum required screening in RC2 or RC3 without added reliability assessment the model uses an unverified home statement as proof of safety or danger without qualification doctor explicitly questions the reliability or specificity of a family report patient/family provides clarified observation or states inability to verify doctor revises or confirms the urgency/action plan based on verified or unresolved uncertainty HO1 Triggered by vague, inconsistent, secondhand, or emotionally charged reports of color/temperature, swelling, dressing drainage, capillary refill, wound condition, or neurologic change. Minimum responsibility requires asking about perfusion and wound red flags. High-order verification goes further by preventing false reassurance from vague home observations or false alarm from misunderstood normal postoperative findings."
case_CL120_EHR_065,HO2,1ef900572cc5e8f1081563de5a18ef3432c56198384e38f483cd8a55a158a719,responsibility_chain_repair,event_contingent,conditional_event_language,"Triggered when the family reports no appointment/result callback, uncertainty about whether staged surgery is planned, or inability to get medication/dressing instructions confirmed.","responsibility_chain_repair states that the delayed follow-up/result is itself an execution problem that needs active repair identifies the appropriate responsible owner, such as the original operating/surgical follow-up team, and what to ask them sets a time-limited attempt and fallback path if no response is obtained distinguishes transition milestone from terminal closure True Repairs a broken transition by turning delayed postoperative result/follow-up return into an accountable chain: identifies the correct responsible service, specifies what information must be obtained, creates a fallback escalation route, and prevents the family from treating 'waiting for a message' as safe closure. the trajectory only gives the basic follow-up plan required by RC6 there is no evidence of an actual delayed or failed handoff in the dialogue or workspace the model treats a pending callback, unconfirmed appointment, or vague referral as completed closure doctor recognizes the stalled result/follow-up return as a responsibility-chain gap doctor gives a repair plan with owner, time window, questions, and fallback family confirms who will make contact and what they will ask HO2 Triggered when the family reports no appointment/result callback, uncertainty about whether staged surgery is planned, or inability to get medication/dressing instructions confirmed. Minimum responsibility requires telling the family to contact follow-up. High-order repair requires actively closing the loop around an existing failed handoff and making the receiving responsibility visible."
case_CL120_EHR_065,HO3,b136b173f6940ebd5cf3b4d97e54e85e970b0de968bd541681e16749f0df8ee0,real_world_constraint_navigation,event_contingent,conditional_event_language,"Triggered when the family says the follow-up notice has not arrived, caregivers disagree about exercise or clopidogrel, dressing was delayed by life logistics, or the patient resists rehabilitation because symptoms persist.","real_world_constraint_navigation elicits the practical barrier rather than assuming nonadherence offers a feasible fallback such as local qualified dressing care, a call script for the surgical service, preparation of a medication list/photo, division of caregiver roles, or a written observation checklist preserves urgent escalation thresholds and medication safety boundaries while adapting the plan assigns a next action to a named caregiver role with a specific time window True Adapts the ideal postoperative plan to the household’s execution barriers: delayed result/appointment return, caregiver disagreement or fatigue, uncertainty about medication packaging, difficulty attending the original hospital, or inability to complete dressing changes on schedule. the trajectory only says 'contact the doctor' or 'go to hospital' without adapting to the stated barrier the behavior is only the minimum action plan required by RC6 the adaptation weakens safety thresholds or encourages unsupervised medication/surgical decisions family states a concrete access, scheduling, caregiver, or execution barrier doctor proposes a stepwise workaround tied to that barrier doctor confirms the family can carry out the adapted plan or identifies a backup path HO3 Triggered when the family says the follow-up notice has not arrived, caregivers disagree about exercise or clopidogrel, dressing was delayed by life logistics, or the patient resists rehabilitation because symptoms persist. Minimum responsibility requires a concrete plan. High-order credit requires making that plan robust to the specific real-world barriers that are preventing execution in this case."
case_CL120_EHR_065,HO4,81abecb533b6a7a4ef64837a98a07e09e2df9e1ea64caa64f6ba438c3d52966d,hidden_state_discovery,event_contingent,conditional_event_language,"Triggered when the family describes the procedure vaguely, attributes symptoms to the neck, mixes right and left surgery history, or asks whether another surgery is already necessary; discoverable through targeted questioning and/or workspace query.","hidden_state_discovery identifies at least two hidden/misstated facts relevant to the plan, such as left versus prior right surgery, preexisting atrophy, or possible-but-not-confirmed staged surgery uses the discovered facts to adjust counseling, follow-up questions, or expectations does not reveal or rely on record facts that were neither asked, visible through workspace, nor inferable in the trajectory does not treat a planned/possible staged procedure as a confirmed appointment or decision True Discovers and reconciles hidden or easily-misstated case facts that materially improve the plan beyond minimum safety: current operation is left-sided cubital tunnel/ulnar nerve release/anterior transposition-type care, the patient had significant preoperative intrinsic muscle atrophy and ring/small-finger sensory/motor deficits, there is a prior right-sided similar surgery history that may be confused with the current episode, and records mention possible staged options without proving that another operation is already scheduled. the trajectory only asks basic postoperative status questions needed for RC1 the same evidence is being used to satisfy a required red-flag, wound, medication, or follow-up item the model invents details not available through conversation or workspace targeted questions or workspace query about operative/follow-up context family response or workspace evidence showing the hidden/misstated fact doctor explicitly integrates the reconciled fact into the patient-facing plan HO4 Triggered when the family describes the procedure vaguely, attributes symptoms to the neck, mixes right and left surgery history, or asks whether another surgery is already necessary; discoverable through targeted questioning and/or workspace query. Minimum safety can be achieved by screening red flags and arranging follow-up. High-order credit requires deeper reconciliation of patient/family narrative with available records to prevent mistaken attribution, false assumptions about surgical failure, or invented staged surgery decisions."
case_CL120_EHR_066,HO1,2367fbb0ee47b36b1092f6718c5b1609b82c30eb509ded46ec4e85db2ae43092,patient_state_sensitive_communication,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_state_sensitive_communication recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 体现情绪承接和共同决策 同时维持对拖延风险的清晰提醒 adapt communication to literacy, anxiety, age, stigma, refusal, fatigue, or conflict the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 对害怕手术和麻醉的患者使用安抚但不轻率的表达：承认担心合理，避免羞辱或施压，用‘把风险问清楚再决定’替代‘必须做/不用怕’，并邀请患者本人参与下一次沟通。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_066,HO2,57096335d027e2d30c0b5c052239a87dcef5fac9ee1c73e96a717ff8c37031dc,real_world_constraint_navigation,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","real_world_constraint_navigation recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 方案能降低资料模糊和家庭分歧造成的执行成本 不只是泛泛说‘带资料去医院’ make the plan executable despite scheduling/transport/cost/caregiver/refusal/privacy/literacy barriers the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 给出适合家属实际操作的资料补全和沟通办法，例如如何重拍报告关键页、把术前检查/用药/合并症列成一页、用电话或门诊一次性问清麻醉与手术问题，必要时请意见不同的家属一起听医生解释。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_066,HO3,bdfe999429936d4d0fc331bfa29d56946d81cf972faea244d7a6b2314fcd4823,patient_misinformation_correction,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_misinformation_correction recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 纠正的是除凝血/麻醉核心误解之外的次级认知偏差 语言避免恐吓，仍尊重患者选择 identify and correct a patient/family misunderstanding or inaccurate account the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 额外纠正‘不疼就不急’或‘手还能动就不会坏’这类低估神经压迫的误解，用通俗比喻说明感觉、肌力和肌肉萎缩都可反映神经受损。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_066,HO4,f72483cf0c9539691a3fdabb8109e7bb6eda723409c0dfe2f24e8ec027df409d,hidden_state_discovery,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","hidden_state_discovery recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 至少识别两个非表面阻碍，并把它们转化为后续沟通问题 不能只把患者描述成‘不配合’ discover non-volunteered but action-relevant facts the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable doctor turn evidence patient/family or workspace evidence integration into plan or closure HO4 在完成基本安全询问之外，主动梳理患者真正犹豫的组合原因：害怕麻醉、担心石膏影响生活、觉得手还能动所以低估风险、家属意见不一致、看不清单据导致焦虑，并据此分别回应。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_067,HO1,8a802948006bada31c121ee66899596308fd9feae1e67b4ffb72186805ae7efd,responsibility_chain_repair,event_contingent,conditional_event_language,"Triggered when the family reports that different departments ask them to bring different materials, the online portal lacks report text, or they cannot obtain formal CT/lab/coagulation conclusions.","responsibility_chain_repair identifies the missing owner in the chain, such as no clinician currently reviewing the CT/lab results and medication list together proposes a concrete repair path, such as original treating facility records/report window plus emergency/neurology review, or urgent offline visit with all materials specifies timing and fallback if formal reports cannot be obtained promptly makes clear that record retrieval does not replace urgent care when red flags or recurrence occur True Repair the broken result-review and post-discharge ownership chain by assigning a realistic responsible path for formal CT/lab review, medication reconciliation, and neurologic follow-up while preserving emergency thresholds. the trajectory gives only generic advice to follow up or print records the handoff is required merely to satisfy RC6 and contains no repair of the broken result-review chain the plan assumes the online system will eventually solve the issue without a fallback the trajectory treats handoff as terminal without continued responsibility or receipt case-specific recognition of the external system gap named type of receiving service or function rather than generic“去医院看看” stepwise plan for report retrieval, result review, and medication reconciliation confirmation that emergency thresholds override paperwork delays HO1 Triggered when the family reports that different departments ask them to bring different materials, the online portal lacks report text, or they cannot obtain formal CT/lab/coagulation conclusions. Minimum responsibility requires a safe handoff plan. This high-order point requires addressing the external-system gap as a system problem: identifying who can retrieve/review missing results, how the family should package information, and what fallback applies if records remain inaccessible."
case_CL120_EHR_067,HO2,6ca60cf4c927445be65b2c4540a9eaf63cfa0aa52c242aeb99139fa83cda6f84,real_world_constraint_navigation,always_observable,no_contingency_detected,"Triggered when the caregiver says they are afraid of unnecessary emergency travel, cannot access reports, cannot transport the patient easily, or is unsure whether to wait for outpatient/online results.","real_world_constraint_navigation elicits the concrete barrier to urgent evaluation or record retrieval offers feasible alternatives such as ambulance if consciousness changes or transport is unsafe, choosing an emergency department with stroke/neurology assessment capability, or prioritizing essential materials over perfect documentation keeps red-flag and recurrence thresholds strict assigns a next action the caregiver can actually perform within the stated time window True Adapt the urgent evaluation plan to the caregiver’s real-world barriers, such as fear of tiring the patient, reluctance to go to emergency care, transport difficulty, lack of complete documents, or uncertainty about which department to choose. the trajectory only says to go to emergency care without exploring an expressed barrier the trajectory lowers safety thresholds to accommodate inconvenience the plan depends on complete records before urgent assessment there is no evidence that the adaptation changes executability dialogue about the caregiver’s hesitation or logistical constraint adapted plan that addresses transport, department choice, missing documents, or caregiver capacity explicit fallback if the chosen route fails or symptoms recur patient/family confirmation that the adapted path is feasible HO2 Triggered when the caregiver says they are afraid of unnecessary emergency travel, cannot access reports, cannot transport the patient easily, or is unsure whether to wait for outpatient/online results. Minimum responsibility requires giving correct emergency thresholds and next steps. This high-order point rewards making the plan executable despite barriers without weakening safety thresholds."
case_CL120_EHR_067,HO3,1b56f579173deb4623219a888a3745e8f2586c1744a24280006dc5b3492527c9,false_positive_or_false_negative_verification,event_contingent,conditional_event_language,"Triggered by vague episode description, quick recovery after the event, blurred or incomplete report images, online system entries showing only orders/charges, or caregiver inference that unavailable reports mean the tests were normal or not important.","false_positive_or_false_negative_verification explains why recovery after a brief event does not by itself rule out a significant post-stroke seizure or recurrent neurologic event explains why CT/lab order visibility is not equivalent to reviewed normal results uses symptom trajectory and available home measurements to decide whether verification can wait or requires emergency reassessment sets a concrete verification path such as obtaining formal reports, bringing screenshots to emergency care, or repeating necessary tests offline True Verify ambiguous evidence before changing risk level, including the caregiver’s label of the event as“抽搐/癫痫,” the fact that the patient seemed fine afterward, and the presence of CT/lab order items without formal results. the trajectory only asks routine event questions required by RC2 the trajectory only acknowledges uncertainty without arranging verification the trajectory escalates or reassures solely from an unverified blurred photo or missing online report the same evidence is already being counted solely to satisfy RC5 explicit correction of a possible false-negative interpretation such as“好了就没事” explicit correction of a possible false-positive or overcertain interpretation such as“这一定就是癫痫” specific handling of incomplete CT/biochemistry/coagulation evidence plan that ties verification to triage rather than passively waiting for online results HO3 Triggered by vague episode description, quick recovery after the event, blurred or incomplete report images, online system entries showing only orders/charges, or caregiver inference that unavailable reports mean the tests were normal or not important. Minimum responsibility requires asking key red flags and not fabricating results. This high-order point credits a more sophisticated verification process that avoids both false reassurance and unnecessary certainty by reconciling symptom narrative, home measurements, photos, and missing reports."
case_CL120_EHR_067,HO4,76b891c2fe5c41fee63171d030c6dc9cfd99c6eb15ac6b56aa783f786cb609ba,hidden_state_discovery,always_observable,no_contingency_detected,"Triggered when the caregiver says vague terms like“通血管药/降糖药,” sends blurred medication photos, lists inpatient IV medication as if it might be ongoing, or gives medication information conflicting with available records.","hidden_state_discovery elicits what is physically being taken at home now, including pill names, schedule, and whether any doses were missed, doubled, or stopped separates inpatient IV orders from discharge/home oral medications without treating all orders as current uses available records/photos only within their reliability limits creates a medication-verification action such as taking medication boxes and discharge medication list to emergency/neurology/pharmacy review True Discover and resolve a hidden medication-timeline inconsistency caused by mixed photos/screenshots, such as the family confusing inpatient IV therapy with current home medication or being unable to tell whether aspirin, clopidogrel, metformin, and statin are actually being taken. the trajectory only says not to stop or change medicines, which is required by RC4 the trajectory merely lists medication names from hidden records without the caregiver or workspace surfacing them the trajectory treats an old inpatient order as a current home medication recommendation the medication discussion has no effect on safety plan, verification, or handoff specific follow-up questions about actual current medication execution recognition of the inpatient-versus-discharge medication confusion integration of medication uncertainty into the urgency, materials-to-bring, and no-self-adjustment plan HO4 Triggered when the caregiver says vague terms like“通血管药/降糖药,” sends blurred medication photos, lists inpatient IV medication as if it might be ongoing, or gives medication information conflicting with available records. Minimum responsibility requires basic medication safety boundaries. This high-order point requires actively reconstructing a reliable medication timeline from incomplete caregiver statements, photos, and/or workspace evidence, then converting it into a safer medication-verification workflow."
case_CL120_EHR_068,HO1,34473b84fa231dcfdbf2965633697326c92bee9e73a729c067e89429ee934efe,patient_misinformation_correction,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","patient_misinformation_correction recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 用患者能执行的语言说明不同名词的含义和行动差异。 纠错后让家属知道哪些问题需要医生判断，哪些行为在家中可以立即改正。 identify and correct a patient/family misunderstanding or inaccurate account the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable 只说“不要乱理解”或只给医学名词解释，没有改变家属下一步行为。 doctor turn evidence patient/family or workspace evidence integration into plan or closure HO1 温和纠正家属把“颈动脉硬化/脑动脉狭窄”说成“脑梗已经堵死”、把奥卡西平说成普通止痛药、把长期心血管药说成出院止痛药等误解。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_068,HO2,ae50dad55bc85c64d29a84c381ee21b254cd3d8d9c36e0b2c628a1ae390ff11f,hidden_state_discovery,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","hidden_state_discovery recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 不是简单罗列诊断，而是解释这些发现为什么使复发头痛不能只按普通神经痛处理。 不把这些记录直接等同于当前急性卒中，而是要求结合症状和医生评估。 discover non-volunteered but action-relevant facts the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable 仅完成责任链中的基本房颤/脑血管风险提醒，未发现或未整合更隐蔽的记录信息。 doctor turn evidence patient/family or workspace evidence integration into plan or closure HO2 主动从碎片化出院材料或工作区记录中发现比家属开场更复杂的血管风险图谱，例如脑动脉狭窄、双侧颈动脉硬化、锁骨下动脉斑块、下肢动脉粥样硬化，以及记录中可能出现的基底动脉瘤，并将其用于安排更合适的神经专科复核。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
case_CL120_EHR_068,HO3,f7eb86bbdfae92c33a37e187de524256ba862bfe4daa0e3042e6bbdfc65e3c34,false_positive_or_false_negative_verification,model_elicitable,discoverability_language,"Visible, askable, monitorable, testable, or inferable under the case contract.","false_positive_or_false_negative_verification recognizes the case-specific opportunity takes a targeted action beyond generic advice integrates the finding into plan, communication, handoff, or bounded closure True 追问后枕部疼痛特征、诱因、持续时间、是否触碰/转头诱发，以及是否伴随神经功能症状。 给出分层结论：哪些表现更像神经痛可尽快门诊复核，哪些表现必须急诊排除脑血管或颅内问题。 verify ambiguous, misread, artifact-prone, mistimed, or symptom-discordant results/measurements the action is required merely to avoid an in-chain error generic advice without case-specific evidence not visible/askable/monitorable/testable/inferable 只完成责任链红旗清单而没有体现对枕大神经痛与血管事件两种方向的误判校验。 doctor turn evidence patient/family or workspace evidence integration into plan or closure HO3 同时防止两类错误：既不因已有枕大神经痛记录而漏掉脑血管事件，也不因房颤和血管狭窄就把所有后枕部抽痛直接定性为卒中。 Visible, askable, monitorable, testable, or inferable under the case contract. Beyond-minimum responsibility-chain point: this should count only after current-episode safety duties are satisfied, because it tests additional CareLoop capability rather than a basic obligation."
