dimension_type,dimension_value,dimension_label,doctor_model,n_cases,n_trajectories,primary_score_mean,primary_score_ci95_low,primary_score_ci95_high,primary_score_median,strong_or_above_rate,closed_success_rate,open_at_100_rate,runtime_error_rate,mean_turns,rank_within_dimension
starting_phase,result_return,starting_phase: result_return,DeepSeek-V4-Pro,23,23,3.347826086956522,2.891304347826087,3.8043478260869565,3.0,0.34782608695652173,0.9130434782608695,0.043478260869565216,0.043478260869565216,18.434782608695652,4.0
starting_phase,result_return,starting_phase: result_return,Doubao-Seed-2.0-lite,23,23,2.260869565217391,1.934782608695652,2.608695652173913,2.0,0,1.0,0.0,0.0,12.565217391304348,10.0
starting_phase,result_return,starting_phase: result_return,GLM-5,23,23,2.847826086956522,2.4565217391304346,3.239130434782609,3.0,0.17391304347826086,0.9565217391304348,0.0,0.043478260869565216,16.47826086956522,7.0
starting_phase,result_return,starting_phase: result_return,GPT-5.4,23,23,3.760869565217391,3.3260869565217392,4.173913043478261,3.5,0.391304347826087,0.9130434782608695,0.08695652173913043,0.0,23,2.0
starting_phase,result_return,starting_phase: result_return,GPT-5.6 Sol,23,23,4.130434782608695,3.717391304347826,4.521739130434782,4.5,0.6956521739130435,0.9130434782608695,0.043478260869565216,0.043478260869565216,19.565217391304348,1.0
starting_phase,result_return,starting_phase: result_return,Kimi K2,23,23,2.5434782608695654,2.108695652173913,3.0,2.5,0.13043478260869565,0.9565217391304348,0.043478260869565216,0.0,19.043478260869566,8.0
starting_phase,result_return,starting_phase: result_return,MiniMax M3,23,23,2.891304347826087,2.4565217391304346,3.369565217391304,3.0,0.21739130434782608,0.782608695652174,0.08695652173913043,0.13043478260869565,20.608695652173914,6.0
starting_phase,result_return,starting_phase: result_return,Qwen3-30B-A3B-Instruct-2507,23,23,2.5,2.0434782608695654,2.9782608695652173,2.0,0.13043478260869565,0.9130434782608695,0.0,0.08695652173913043,14.478260869565217,9.0
starting_phase,result_return,starting_phase: result_return,Qwen3.8-Max,23,23,3.4347826086956523,3.0,3.869565217391304,3.5,0.34782608695652173,0.9565217391304348,0.0,0.043478260869565216,19.52173913043478,3.0
friction_intensity,extreme,friction_intensity: extreme,DeepSeek-V3.2,4,4,2.125,1.5,3.0,1.75,0,0.75,0.25,0.0,46,9.0
friction_intensity,extreme,friction_intensity: extreme,DeepSeek-V4-Pro,4,4,3.625,2.75,4.5,3.5,0.5,0.75,0.25,0.0,54.25,1.5
friction_intensity,extreme,friction_intensity: extreme,Doubao-Seed-2.0-lite,4,4,2.75,1.875,3.375,3.0,0,1.0,0.0,0.0,28.5,7.0
friction_intensity,extreme,friction_intensity: extreme,GLM-5,4,4,2.875,1.75,4.25,2.5,0.25,1.0,0.0,0.0,29.25,4.5
friction_intensity,extreme,friction_intensity: extreme,GPT-5.4,4,4,2.875,2.0,3.75,3.0,0.25,0.5,0.5,0.0,52.25,4.5
friction_intensity,extreme,friction_intensity: extreme,GPT-5.6 Sol,4,4,3.625,2.5,4.375,4.0,0.75,0.5,0.5,0.0,63.5,1.5
friction_intensity,extreme,friction_intensity: extreme,Kimi K2,4,4,2.75,1.25,4.25,2.5,0.25,1.0,0.0,0.0,16.5,7.0
friction_intensity,extreme,friction_intensity: extreme,MiniMax M3,4,4,2.75,1.5,4.0,2.75,0.25,0.25,0.25,0.5,42.75,7.0
friction_intensity,extreme,friction_intensity: extreme,Qwen3-30B-A3B-Instruct-2507,4,4,1.375,1.0,1.75,1.25,0,1.0,0.0,0.0,53.5,10.0
friction_intensity,extreme,friction_intensity: extreme,Qwen3.8-Max,4,4,3.25,2.375,4.125,3.25,0.25,0.5,0.5,0.0,57.25,3.0
friction_intensity,heavy,friction_intensity: heavy,DeepSeek-V3.2,18,18,3.0555555555555554,2.75,3.3333333333333335,3.0,0.05555555555555555,0.9444444444444444,0.05555555555555555,0.0,32.666666666666664,6.0
friction_intensity,heavy,friction_intensity: heavy,DeepSeek-V4-Pro,18,18,3.3055555555555554,2.7222222222222223,3.861111111111111,3.5,0.3888888888888889,0.8888888888888888,0.05555555555555555,0.05555555555555555,27.38888888888889,4.0
friction_intensity,heavy,friction_intensity: heavy,Doubao-Seed-2.0-lite,18,18,2.8333333333333335,2.3333333333333335,3.361111111111111,3.0,0.1111111111111111,1.0,0.0,0.0,19,8.0
friction_intensity,heavy,friction_intensity: heavy,GLM-5,18,18,3.25,2.6944444444444446,3.75,3.5,0.3888888888888889,0.9444444444444444,0.0,0.05555555555555555,21.72222222222222,5.0
friction_intensity,heavy,friction_intensity: heavy,GPT-5.4,18,18,3.75,3.2777777777777777,4.222222222222222,3.5,0.4444444444444444,1.0,0.0,0.0,26.055555555555557,2.0
friction_intensity,heavy,friction_intensity: heavy,GPT-5.6 Sol,18,18,4.111111111111111,3.638888888888889,4.5,4.5,0.6666666666666666,0.8333333333333334,0.1111111111111111,0.05555555555555555,28.166666666666668,1.0
friction_intensity,heavy,friction_intensity: heavy,Kimi K2,18,18,2.888888888888889,2.361111111111111,3.4166666666666665,3.0,0.16666666666666666,1.0,0.0,0.0,26.055555555555557,7.0
friction_intensity,heavy,friction_intensity: heavy,MiniMax M3,18,18,2.7777777777777777,2.2222222222222223,3.361111111111111,2.75,0.2222222222222222,0.7222222222222222,0.0,0.2777777777777778,20.27777777777778,9.0
friction_intensity,heavy,friction_intensity: heavy,Qwen3-30B-A3B-Instruct-2507,18,18,2.75,2.193750000000001,3.3333333333333335,3.0,0.1111111111111111,0.9444444444444444,0.0,0.05555555555555555,19.666666666666668,10.0
friction_intensity,heavy,friction_intensity: heavy,Qwen3.8-Max,18,18,3.4722222222222223,3.0,3.9444444444444446,3.5,0.3333333333333333,0.9444444444444444,0.0,0.05555555555555555,30.666666666666668,3.0
friction_intensity,light,friction_intensity: light,DeepSeek-V3.2,38,38,3.013157894736842,2.6315789473684212,3.3815789473684212,3.25,0.2631578947368421,0.9473684210526315,0.05263157894736842,0.0,19.86842105263158,5.0
friction_intensity,light,friction_intensity: light,DeepSeek-V4-Pro,38,38,3.0789473684210527,2.710526315789474,3.4473684210526314,3.0,0.23684210526315788,1.0,0.0,0.0,16.44736842105263,3.0
friction_intensity,light,friction_intensity: light,Doubao-Seed-2.0-lite,38,38,2.3421052631578947,2.0789473684210527,2.6184210526315788,2.0,0.05263157894736842,0.9736842105263158,0.02631578947368421,0.0,15.131578947368421,10.0
friction_intensity,light,friction_intensity: light,GLM-5,38,38,3.0526315789473686,2.6973684210526314,3.4210526315789473,3.0,0.23684210526315788,1.0,0.0,0.0,15.473684210526315,4.0
friction_intensity,light,friction_intensity: light,GPT-5.4,38,38,3.5526315789473686,3.1973684210526314,3.9078947368421053,3.5,0.42105263157894735,0.9473684210526315,0.05263157894736842,0.0,16.526315789473685,2.0
friction_intensity,light,friction_intensity: light,GPT-5.6 Sol,38,38,4.065789473684211,3.723684210526316,4.394736842105263,4.25,0.6578947368421053,0.9736842105263158,0.02631578947368421,0.0,16.289473684210527,1.0
friction_intensity,light,friction_intensity: light,Kimi K2,38,38,2.5,2.1184210526315788,2.8947368421052633,2.25,0.13157894736842105,0.9736842105263158,0.02631578947368421,0.0,16.13157894736842,9.0
friction_intensity,light,friction_intensity: light,MiniMax M3,38,38,2.8815789473684212,2.5526315789473686,3.223684210526316,3.0,0.18421052631578946,0.7105263157894737,0.05263157894736842,0.23684210526315788,18.81578947368421,7.0
friction_intensity,light,friction_intensity: light,Qwen3-30B-A3B-Instruct-2507,38,38,2.5657894736842106,2.1842105263157894,2.973684210526316,2.0,0.21052631578947367,1.0,0.0,0.0,16.105263157894736,8.0
friction_intensity,light,friction_intensity: light,Qwen3.8-Max,38,38,2.9473684210526314,2.5789473684210527,3.316118421052627,3.0,0.2631578947368421,0.9473684210526315,0.02631578947368421,0.02631578947368421,18.973684210526315,6.0
friction_intensity,moderate,friction_intensity: moderate,DeepSeek-V3.2,60,60,2.808333333333333,2.5166666666666666,3.1083333333333334,3.0,0.18333333333333332,0.9333333333333333,0.05,0.016666666666666666,22.483333333333334,7.0
friction_intensity,moderate,friction_intensity: moderate,DeepSeek-V4-Pro,60,60,2.9583333333333335,2.658333333333333,3.25,3.0,0.23333333333333334,0.9166666666666666,0.06666666666666667,0.016666666666666666,26.55,6.0
friction_intensity,moderate,friction_intensity: moderate,Doubao-Seed-2.0-lite,60,60,2.325,2.05,2.625,2.0,0.1,0.9666666666666667,0.016666666666666666,0.016666666666666666,17.433333333333334,9.0
friction_intensity,moderate,friction_intensity: moderate,GLM-5,60,60,3.1083333333333334,2.825,3.4,3.0,0.23333333333333334,0.9666666666666667,0.016666666666666666,0.016666666666666666,15.966666666666667,3.0
friction_intensity,moderate,friction_intensity: moderate,GPT-5.4,60,60,3.5833333333333335,3.3333333333333335,3.8333333333333335,3.5,0.36666666666666664,0.9333333333333333,0.05,0.016666666666666666,24.45,2.0
friction_intensity,moderate,friction_intensity: moderate,GPT-5.6 Sol,60,60,3.783333333333333,3.4833333333333334,4.066666666666666,4.0,0.5666666666666667,0.9,0.08333333333333333,0.016666666666666666,21.566666666666666,1.0
friction_intensity,moderate,friction_intensity: moderate,Kimi K2,60,60,2.6166666666666667,2.308333333333333,2.933333333333333,2.5,0.15,0.95,0.03333333333333333,0.016666666666666666,20.15,8.0
friction_intensity,moderate,friction_intensity: moderate,MiniMax M3,60,60,3.033333333333333,2.75,3.316666666666667,3.0,0.21666666666666667,0.8166666666666667,0.08333333333333333,0.1,24.3,4.0
friction_intensity,moderate,friction_intensity: moderate,Qwen3-30B-A3B-Instruct-2507,60,60,2.225,1.9833333333333334,2.475,2.0,0.06666666666666667,0.9,0.06666666666666667,0.03333333333333333,22.3,10.0
friction_intensity,moderate,friction_intensity: moderate,Qwen3.8-Max,60,60,3.0166666666666666,2.7416666666666667,3.283333333333333,3.0,0.2,0.9,0.08333333333333333,0.016666666666666666,23.933333333333334,5.0
primary_friction,caregiver_conflict_or_fatigue,primary_friction: caregiver_conflict_or_fatigue,DeepSeek-V3.2,12,12,3.2083333333333335,2.5416666666666665,3.8333333333333335,3.5,0.3333333333333333,1.0,0.0,0.0,19.083333333333332,5.0
primary_friction,caregiver_conflict_or_fatigue,primary_friction: caregiver_conflict_or_fatigue,DeepSeek-V4-Pro,12,12,2.5,1.9166666666666667,3.0833333333333335,2.0,0.16666666666666666,1.0,0.0,0.0,13.583333333333334,9.0
primary_friction,caregiver_conflict_or_fatigue,primary_friction: caregiver_conflict_or_fatigue,Doubao-Seed-2.0-lite,12,12,2.7916666666666665,2.2083333333333335,3.4166666666666665,2.75,0.16666666666666666,1.0,0.0,0.0,9.583333333333334,7.0
primary_friction,caregiver_conflict_or_fatigue,primary_friction: caregiver_conflict_or_fatigue,GLM-5,12,12,3.1666666666666665,2.5833333333333335,3.7916666666666665,3.25,0.16666666666666666,1.0,0.0,0.0,11.583333333333334,6.0
primary_friction,caregiver_conflict_or_fatigue,primary_friction: caregiver_conflict_or_fatigue,GPT-5.4,12,12,3.7916666666666665,3.0,4.5,4.25,0.5,1.0,0.0,0.0,17.583333333333332,2.0
primary_friction,caregiver_conflict_or_fatigue,primary_friction: caregiver_conflict_or_fatigue,GPT-5.6 Sol,12,12,4.041666666666667,3.375,4.625,4.5,0.5833333333333334,1.0,0.0,0.0,11.75,1.0
primary_friction,caregiver_conflict_or_fatigue,primary_friction: caregiver_conflict_or_fatigue,Kimi K2,12,12,2.7083333333333335,2.3333333333333335,3.0833333333333335,3.0,0,1.0,0.0,0.0,13.916666666666666,8.0
primary_friction,caregiver_conflict_or_fatigue,primary_friction: caregiver_conflict_or_fatigue,MiniMax M3,12,12,3.25,2.625,3.875,3.25,0.25,0.8333333333333334,0.0,0.16666666666666666,20.75,4.0
primary_friction,caregiver_conflict_or_fatigue,primary_friction: caregiver_conflict_or_fatigue,Qwen3-30B-A3B-Instruct-2507,12,12,2.0833333333333335,1.4166666666666667,2.8333333333333335,1.75,0.08333333333333333,1.0,0.0,0.0,10.083333333333334,10.0
primary_friction,caregiver_conflict_or_fatigue,primary_friction: caregiver_conflict_or_fatigue,Qwen3.8-Max,12,12,3.625,2.9583333333333335,4.25,3.5,0.4166666666666667,0.9166666666666666,0.0,0.08333333333333333,16.083333333333332,3.0
primary_friction,cost_transport_or_work_barrier,primary_friction: cost_transport_or_work_barrier,DeepSeek-V3.2,12,12,2.5416666666666665,2.0416666666666665,3.0833333333333335,2.0,0.08333333333333333,0.8333333333333334,0.16666666666666666,0.0,34.916666666666664,9.5
primary_friction,cost_transport_or_work_barrier,primary_friction: cost_transport_or_work_barrier,DeepSeek-V4-Pro,12,12,3.2916666666666665,2.625,3.9166666666666665,3.5,0.3333333333333333,0.8333333333333334,0.08333333333333333,0.08333333333333333,29.166666666666668,4.0
primary_friction,cost_transport_or_work_barrier,primary_friction: cost_transport_or_work_barrier,Doubao-Seed-2.0-lite,12,12,2.8333333333333335,2.2083333333333335,3.5,2.75,0.25,0.9166666666666666,0.08333333333333333,0.0,22,8.0
primary_friction,cost_transport_or_work_barrier,primary_friction: cost_transport_or_work_barrier,GLM-5,12,12,3.6666666666666665,3.0416666666666665,4.291666666666667,3.5,0.3333333333333333,0.9166666666666666,0.0,0.08333333333333333,19.833333333333332,3.0
primary_friction,cost_transport_or_work_barrier,primary_friction: cost_transport_or_work_barrier,GPT-5.4,12,12,3.875,3.3333333333333335,4.375,4.0,0.5833333333333334,0.75,0.25,0.0,43.583333333333336,2.0
primary_friction,cost_transport_or_work_barrier,primary_friction: cost_transport_or_work_barrier,GPT-5.6 Sol,12,12,4.208333333333333,3.8333333333333335,4.583333333333333,4.25,0.5833333333333334,0.8333333333333334,0.08333333333333333,0.08333333333333333,26,1.0
primary_friction,cost_transport_or_work_barrier,primary_friction: cost_transport_or_work_barrier,Kimi K2,12,12,3.125,2.4583333333333335,3.7916666666666665,3.25,0.25,1.0,0.0,0.0,14.666666666666666,6.0
primary_friction,cost_transport_or_work_barrier,primary_friction: cost_transport_or_work_barrier,MiniMax M3,12,12,2.9166666666666665,2.4166666666666665,3.4583333333333335,2.75,0.25,0.6666666666666666,0.08333333333333333,0.25,23.416666666666668,7.0
primary_friction,cost_transport_or_work_barrier,primary_friction: cost_transport_or_work_barrier,Qwen3-30B-A3B-Instruct-2507,12,12,2.5416666666666665,2.0416666666666665,3.1666666666666665,2.25,0.08333333333333333,0.9166666666666666,0.0,0.08333333333333333,26.75,9.5
primary_friction,cost_transport_or_work_barrier,primary_friction: cost_transport_or_work_barrier,Qwen3.8-Max,12,12,3.25,2.6666666666666665,3.7916666666666665,3.5,0.25,0.8333333333333334,0.08333333333333333,0.08333333333333333,25.583333333333332,5.0
primary_friction,delayed_or_staged_result_return,primary_friction: delayed_or_staged_result_return,DeepSeek-V3.2,12,12,2.625,2.125,3.1666666666666665,2.75,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.0,25.75,7.0
primary_friction,delayed_or_staged_result_return,primary_friction: delayed_or_staged_result_return,DeepSeek-V4-Pro,12,12,3.6666666666666665,3.0416666666666665,4.25,3.5,0.4166666666666667,0.9166666666666666,0.08333333333333333,0.0,26.916666666666668,3.0
primary_friction,delayed_or_staged_result_return,primary_friction: delayed_or_staged_result_return,Doubao-Seed-2.0-lite,12,12,2.5,1.9583333333333333,3.125,2.25,0.08333333333333333,1.0,0.0,0.0,19.166666666666668,9.0
primary_friction,delayed_or_staged_result_return,primary_friction: delayed_or_staged_result_return,GLM-5,12,12,2.5416666666666665,2.0,3.0833333333333335,3.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.0,22.25,8.0
primary_friction,delayed_or_staged_result_return,primary_friction: delayed_or_staged_result_return,GPT-5.4,12,12,3.7083333333333335,3.125,4.25,3.5,0.4166666666666667,0.9166666666666666,0.08333333333333333,0.0,23.416666666666668,2.0
primary_friction,delayed_or_staged_result_return,primary_friction: delayed_or_staged_result_return,GPT-5.6 Sol,12,12,4.166666666666667,3.75,4.541666666666667,4.25,0.75,0.8333333333333334,0.16666666666666666,0.0,29.916666666666668,1.0
primary_friction,delayed_or_staged_result_return,primary_friction: delayed_or_staged_result_return,Kimi K2,12,12,2.9166666666666665,2.125,3.7083333333333335,3.0,0.25,1.0,0.0,0.0,13.25,6.0
primary_friction,delayed_or_staged_result_return,primary_friction: delayed_or_staged_result_return,MiniMax M3,12,12,3.0,2.1666666666666665,3.9166666666666665,3.0,0.3333333333333333,0.8333333333333334,0.0,0.16666666666666666,20.333333333333332,5.0
primary_friction,delayed_or_staged_result_return,primary_friction: delayed_or_staged_result_return,Qwen3-30B-A3B-Instruct-2507,12,12,1.9583333333333333,1.3333333333333333,2.7083333333333335,1.25,0.08333333333333333,1.0,0.0,0.0,22.5,10.0
primary_friction,delayed_or_staged_result_return,primary_friction: delayed_or_staged_result_return,Qwen3.8-Max,12,12,3.2083333333333335,2.5833333333333335,3.8333333333333335,3.25,0.3333333333333333,0.75,0.25,0.0,32.583333333333336,4.0
primary_friction,document_or_image_quality_problem,primary_friction: document_or_image_quality_problem,DeepSeek-V3.2,12,12,2.7083333333333335,1.9583333333333333,3.5416666666666665,2.25,0.25,1.0,0.0,0.0,22.25,7.0
primary_friction,document_or_image_quality_problem,primary_friction: document_or_image_quality_problem,DeepSeek-V4-Pro,12,12,2.9583333333333335,2.3333333333333335,3.5833333333333335,3.0,0.3333333333333333,1.0,0.0,0.0,20.666666666666668,5.0
primary_friction,document_or_image_quality_problem,primary_friction: document_or_image_quality_problem,Doubao-Seed-2.0-lite,12,12,2.125,1.7083333333333333,2.5416666666666665,2.0,0,1.0,0.0,0.0,15.333333333333334,9.0
primary_friction,document_or_image_quality_problem,primary_friction: document_or_image_quality_problem,GLM-5,12,12,3.25,2.5833333333333335,3.9166666666666665,3.5,0.25,1.0,0.0,0.0,16.333333333333332,3.0
primary_friction,document_or_image_quality_problem,primary_friction: document_or_image_quality_problem,GPT-5.4,12,12,3.5416666666666665,3.0416666666666665,4.041666666666667,3.5,0.3333333333333333,1.0,0.0,0.0,17,2.0
primary_friction,document_or_image_quality_problem,primary_friction: document_or_image_quality_problem,GPT-5.6 Sol,12,12,3.7083333333333335,3.0416666666666665,4.333333333333333,3.75,0.5,0.9166666666666666,0.08333333333333333,0.0,19.5,1.0
primary_friction,document_or_image_quality_problem,primary_friction: document_or_image_quality_problem,Kimi K2,12,12,1.875,1.5416666666666667,2.25,1.75,0,1.0,0.0,0.0,16.166666666666668,10.0
primary_friction,document_or_image_quality_problem,primary_friction: document_or_image_quality_problem,MiniMax M3,12,12,2.75,2.1666666666666665,3.3333333333333335,2.75,0.25,0.9166666666666666,0.0,0.08333333333333333,16.75,6.0
primary_friction,document_or_image_quality_problem,primary_friction: document_or_image_quality_problem,Qwen3-30B-A3B-Instruct-2507,12,12,2.625,2.0833333333333335,3.125,2.5,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.0,23.083333333333332,8.0
primary_friction,document_or_image_quality_problem,primary_friction: document_or_image_quality_problem,Qwen3.8-Max,12,12,3.1666666666666665,2.5833333333333335,3.75,3.0,0.4166666666666667,1.0,0.0,0.0,18.666666666666668,4.0
primary_friction,external_system_gap,primary_friction: external_system_gap,DeepSeek-V3.2,12,12,2.9166666666666665,2.5,3.3333333333333335,3.0,0.16666666666666666,1.0,0.0,0.0,13.666666666666666,4.5
primary_friction,external_system_gap,primary_friction: external_system_gap,DeepSeek-V4-Pro,12,12,2.7083333333333335,2.0416666666666665,3.375,2.75,0.16666666666666666,1.0,0.0,0.0,20.083333333333332,7.0
primary_friction,external_system_gap,primary_friction: external_system_gap,Doubao-Seed-2.0-lite,12,12,2.25,1.7916666666666667,2.7083333333333335,2.0,0,1.0,0.0,0.0,17.166666666666668,10.0
primary_friction,external_system_gap,primary_friction: external_system_gap,GLM-5,12,12,3.1666666666666665,2.7083333333333335,3.625,3.25,0.25,1.0,0.0,0.0,18.583333333333332,3.0
primary_friction,external_system_gap,primary_friction: external_system_gap,GPT-5.4,12,12,3.2916666666666665,2.75,3.875,3.0,0.3333333333333333,1.0,0.0,0.0,14.25,2.0
primary_friction,external_system_gap,primary_friction: external_system_gap,GPT-5.6 Sol,12,12,4.0,3.2916666666666665,4.583333333333333,4.25,0.75,0.9166666666666666,0.08333333333333333,0.0,21.916666666666668,1.0
primary_friction,external_system_gap,primary_friction: external_system_gap,Kimi K2,12,12,2.6666666666666665,2.0833333333333335,3.25,2.75,0.08333333333333333,1.0,0.0,0.0,16.333333333333332,8.0
primary_friction,external_system_gap,primary_friction: external_system_gap,MiniMax M3,12,12,2.9166666666666665,2.4583333333333335,3.4166666666666665,3.0,0.08333333333333333,0.75,0.0,0.25,20.083333333333332,4.5
primary_friction,external_system_gap,primary_friction: external_system_gap,Qwen3-30B-A3B-Instruct-2507,12,12,2.4583333333333335,1.8333333333333333,3.125,2.0,0.16666666666666666,1.0,0.0,0.0,18.833333333333332,9.0
primary_friction,external_system_gap,primary_friction: external_system_gap,Qwen3.8-Max,12,12,2.75,2.2916666666666665,3.2916666666666665,2.5,0.08333333333333333,1.0,0.0,0.0,17.25,6.0
primary_friction,incomplete_patient_information,primary_friction: incomplete_patient_information,DeepSeek-V3.2,12,12,2.7083333333333335,2.0833333333333335,3.2916666666666665,3.0,0.16666666666666666,0.9166666666666666,0.08333333333333333,0.0,24,6.0
primary_friction,incomplete_patient_information,primary_friction: incomplete_patient_information,DeepSeek-V4-Pro,12,12,3.5416666666666665,2.8333333333333335,4.208333333333333,3.5,0.4166666666666667,1.0,0.0,0.0,20.25,3.5
primary_friction,incomplete_patient_information,primary_friction: incomplete_patient_information,Doubao-Seed-2.0-lite,12,12,2.0833333333333335,1.6666666666666667,2.5,2.0,0,1.0,0.0,0.0,10.583333333333334,10.0
primary_friction,incomplete_patient_information,primary_friction: incomplete_patient_information,GLM-5,12,12,3.0833333333333335,2.375,3.7916666666666665,2.75,0.3333333333333333,1.0,0.0,0.0,19.5,5.0
primary_friction,incomplete_patient_information,primary_friction: incomplete_patient_information,GPT-5.4,12,12,3.7916666666666665,3.25,4.291666666666667,3.75,0.5,0.9166666666666666,0.08333333333333333,0.0,24.833333333333332,1.0
primary_friction,incomplete_patient_information,primary_friction: incomplete_patient_information,GPT-5.6 Sol,12,12,3.5833333333333335,2.7916666666666665,4.2927083333333185,4.0,0.6666666666666666,0.9166666666666666,0.08333333333333333,0.0,17.583333333333332,2.0
primary_friction,incomplete_patient_information,primary_friction: incomplete_patient_information,Kimi K2,12,12,2.2083333333333335,1.7083333333333333,2.8333333333333335,2.0,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.0,21.083333333333332,9.0
primary_friction,incomplete_patient_information,primary_friction: incomplete_patient_information,MiniMax M3,12,12,3.5416666666666665,2.875,4.208333333333333,3.5,0.5,0.75,0.08333333333333333,0.16666666666666666,19.75,3.5
primary_friction,incomplete_patient_information,primary_friction: incomplete_patient_information,Qwen3-30B-A3B-Instruct-2507,12,12,2.25,1.875,2.625,2.0,0,1.0,0.0,0.0,15.5,8.0
primary_friction,incomplete_patient_information,primary_friction: incomplete_patient_information,Qwen3.8-Max,12,12,2.6666666666666665,2.125,3.25,2.75,0.08333333333333333,1.0,0.0,0.0,18.166666666666668,7.0
primary_friction,low_adherence_or_refusal,primary_friction: low_adherence_or_refusal,DeepSeek-V3.2,12,12,3.2083333333333335,2.5,3.875,3.5,0.25,0.9166666666666666,0.08333333333333333,0.0,25.583333333333332,4.0
primary_friction,low_adherence_or_refusal,primary_friction: low_adherence_or_refusal,DeepSeek-V4-Pro,12,12,3.0833333333333335,2.4583333333333335,3.7916666666666665,2.75,0.25,0.8333333333333334,0.16666666666666666,0.0,38.916666666666664,5.5
primary_friction,low_adherence_or_refusal,primary_friction: low_adherence_or_refusal,Doubao-Seed-2.0-lite,12,12,2.6666666666666665,1.9583333333333333,3.4166666666666665,2.75,0.16666666666666666,1.0,0.0,0.0,22.166666666666668,10.0
primary_friction,low_adherence_or_refusal,primary_friction: low_adherence_or_refusal,GLM-5,12,12,3.8333333333333335,3.125,4.416666666666667,4.25,0.5833333333333334,1.0,0.0,0.0,20.333333333333332,3.0
primary_friction,low_adherence_or_refusal,primary_friction: low_adherence_or_refusal,GPT-5.4,12,12,3.9583333333333335,3.5,4.416666666666667,3.75,0.5,0.9166666666666666,0.08333333333333333,0.0,24.666666666666668,2.0
primary_friction,low_adherence_or_refusal,primary_friction: low_adherence_or_refusal,GPT-5.6 Sol,12,12,4.125,3.625,4.583333333333333,4.0,0.75,0.8333333333333334,0.16666666666666666,0.0,32.333333333333336,1.0
primary_friction,low_adherence_or_refusal,primary_friction: low_adherence_or_refusal,Kimi K2,12,12,2.7916666666666665,1.9166666666666667,3.6666666666666665,2.5,0.3333333333333333,0.9166666666666666,0.08333333333333333,0.0,34.916666666666664,9.0
primary_friction,low_adherence_or_refusal,primary_friction: low_adherence_or_refusal,MiniMax M3,12,12,2.9166666666666665,2.2916666666666665,3.5,3.25,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,34.333333333333336,8.0
primary_friction,low_adherence_or_refusal,primary_friction: low_adherence_or_refusal,Qwen3-30B-A3B-Instruct-2507,12,12,3.0833333333333335,2.2916666666666665,3.8333333333333335,3.25,0.4166666666666667,0.75,0.25,0.0,40.166666666666664,5.5
primary_friction,low_adherence_or_refusal,primary_friction: low_adherence_or_refusal,Qwen3.8-Max,12,12,2.9583333333333335,2.375,3.5833333333333335,3.0,0.16666666666666666,0.75,0.25,0.0,44.333333333333336,7.0
primary_friction,medication_confusion_or_execution_failure,primary_friction: medication_confusion_or_execution_failure,DeepSeek-V3.2,12,12,2.75,2.125,3.3333333333333335,3.25,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.0,21.333333333333332,6.5
primary_friction,medication_confusion_or_execution_failure,primary_friction: medication_confusion_or_execution_failure,DeepSeek-V4-Pro,12,12,3.2083333333333335,2.4583333333333335,4.0,3.25,0.3333333333333333,1.0,0.0,0.0,14.333333333333334,3.0
primary_friction,medication_confusion_or_execution_failure,primary_friction: medication_confusion_or_execution_failure,Doubao-Seed-2.0-lite,12,12,2.5416666666666665,1.9166666666666667,3.2083333333333335,2.25,0.08333333333333333,1.0,0.0,0.0,17.833333333333332,9.0
primary_friction,medication_confusion_or_execution_failure,primary_friction: medication_confusion_or_execution_failure,GLM-5,12,12,3.0,2.375,3.625,3.25,0.25,1.0,0.0,0.0,13.666666666666666,4.0
primary_friction,medication_confusion_or_execution_failure,primary_friction: medication_confusion_or_execution_failure,GPT-5.4,12,12,3.4166666666666665,2.7083333333333335,4.083333333333333,3.5,0.3333333333333333,0.9166666666666666,0.08333333333333333,0.0,24.916666666666668,2.0
primary_friction,medication_confusion_or_execution_failure,primary_friction: medication_confusion_or_execution_failure,GPT-5.6 Sol,12,12,4.208333333333333,3.7916666666666665,4.625,4.5,0.6666666666666666,1.0,0.0,0.0,16.166666666666668,1.0
primary_friction,medication_confusion_or_execution_failure,primary_friction: medication_confusion_or_execution_failure,Kimi K2,12,12,2.75,2.0833333333333335,3.4166666666666665,3.25,0.08333333333333333,0.9166666666666666,0.08333333333333333,0.0,30.416666666666668,6.5
primary_friction,medication_confusion_or_execution_failure,primary_friction: medication_confusion_or_execution_failure,MiniMax M3,12,12,2.6666666666666665,2.125,3.2916666666666665,2.5,0.08333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,29.666666666666668,8.0
primary_friction,medication_confusion_or_execution_failure,primary_friction: medication_confusion_or_execution_failure,Qwen3-30B-A3B-Instruct-2507,12,12,2.4166666666666665,1.8333333333333333,3.0833333333333335,2.25,0.08333333333333333,1.0,0.0,0.0,20.333333333333332,10.0
