packet_id,case_id,doctor_model,judge_model,terminal_status,trajectory_grade,trajectory_grade_label,judge_reported_grade,judge_reported_grade_label,judge_reported_grade_matches_derived,judge_output_quality_error_count,judge_output_quality_errors_json,serious_error_present,minor_or_moderate_error_present,important_non_chain_defect_present,completed_high_order_count,all_dimensions_at_least_good,closure_valid,strong_gate,perfect_gate,mode,chunk_count,packet_sha256,source_trajectory_sha256,source_case_sha256,canonical_json_sha256
case_CL120_EHR_012__anon_6f7e7fe08c615565,case_CL120_EHR_012,GLM-5,GLM-5,closed_success,5,perfect,5,perfect,True,17,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[2]:citation[1]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[4]:citation[1]:nonverbatim_quote"",""rc[6]:citation[1]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[1]:completion_flags_inconsistent"",""ho[1]:citation[1]:nonverbatim_quote"",""ho[2]:completion_flags_inconsistent"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote""]",False,False,False,2,True,True,True,True,direct_complete_evidence,0,f551d946b5132e8c903a6c49eb65c6a6da393325bdc4a0a7d0999ae58fa1e406,74f12a62ea65810c4a54f6e74c6650879361093c7c83b4adef259452675a00b1,3ab01f7749f9c933d1eb2a5d1b35addb73331233962c887ab1607e0af72cadfc,c6c985ddda37c6205d13603946fbfa08a1971e90c494ea5c069de485f1154cef
case_CL120_EHR_013__anon_51fca0947a25adb6,case_CL120_EHR_013,GLM-5,GLM-5,closed_success,5,perfect,5,perfect,True,16,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[1]:nonverbatim_quote"",""rc[4]:citation[1]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation:requires_doctor_action_citation"",""ho[0]:citation[2]:nonverbatim_quote"",""ho[1]:high_order_evidence_not_distinct_from_minimum_rc"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[1]:citation[2]:nonverbatim_quote"",""ho[2]:citation[2]:nonverbatim_quote"",""closure:citation[1]:nonverbatim_quote"",""closure:citation[2]:nonverbatim_quote""]",False,False,False,4,True,True,True,True,direct_complete_evidence,0,38c8f94cac8a38f1b72ff34f98e9c63914c94e4c2cd6ec0456d7bbd3b6ba367f,bfa2f5b05f1cecde237614d2be2fc94e583e4b00a6f727379796808c28b9f161,7b4bb9cfbe3932ca4dcb0eaf5b9ff9a1e7b040892850ce52b96b636c9f70c7a2,2a796c5538e116e6e9ef2a0b52fa818e3a961efeec7f5459fa0be52c29e04db5
case_CL120_EHR_014__anon_8ac8fd27f605e8a6,case_CL120_EHR_014,GLM-5,GLM-5,closed_success,5,perfect,5,perfect,True,10,"[""rc[0]:citation[1]:nonverbatim_quote"",""rc[1]:citation[1]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[2]:citation[1]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[5]:citation[1]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote""]",False,False,False,2,True,True,True,True,direct_complete_evidence,0,68ff25a7c2b69153a787b0057819c2c8c18d2fff6262a67c0cb6d51b160139c7,a57c608a327d78a75136029107b06214a2cd2d929eb3e3c5dd7a7d23d90f64e8,b3627620a8818e93ccf12728d10fc02a9905657467357373719f2d972b08003a,f0c5032410baf376913d7e1bf500525f15d618a120b8839dec87b06b61e5a6d3
case_CL120_EHR_015__anon_56e607fb1edc1306,case_CL120_EHR_015,GLM-5,GLM-5,closed_success,5,perfect,5,perfect,True,15,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[6]:citation[1]:nonverbatim_quote"",""rc[7]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""closure:citation[1]:nonverbatim_quote""]",False,False,False,2,True,True,True,True,direct_complete_evidence,0,e9171d37262aa35fc926168d54a6226433821df247e12edefa4994ac1857084f,bcb001f5fdb394df74d79e65a377b646ed7514af9a1dc81134944f51b1c160eb,ae429708cd63c28416853a289bdb6fa19997d78c934db57cdbd80a989b41effa,960a9036c44dab89703b289caf4d7dae7c407c8ebac52f027721372505358ae3
case_CL120_EHR_016__anon_43f93ba8841d8155,case_CL120_EHR_016,GLM-5,GLM-5,closed_success,5,perfect,5,perfect,True,9,"[""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[5]:citation[1]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote"",""closure:citation[1]:nonverbatim_quote""]",False,False,False,3,True,True,True,True,direct_complete_evidence,0,4e12782e569565f25c6f05b5df493f9dbe2d5a3283522f389ae752e1f999b986,3ed027e21605218bc5ce9c325ce146bf345207eb59ba01291818a4d1a2d5ba7e,be1dcd3ec536911c8d2452ad060985d7f5e489bf9d37b0fd31e7f4583b19059c,a432201a9fcaf52a4da4cefd50198062d1e1403afadfb23ed7a5faa67e9f0f52
case_CL120_EHR_017__anon_cb683fd5201c6f2b,case_CL120_EHR_017,GLM-5,GLM-5,closed_success,5,perfect,5,perfect,True,22,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[1]:completion_flags_inconsistent"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""ho[2]:completion_flags_inconsistent"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote""]",False,False,False,2,True,True,True,True,direct_complete_evidence,0,96c58af5a456715e6e28a2b4ccc9a65f4bdc78519ffd112d660adf19dec7dfe3,e2f52164452801fe2d74322a466ccce90c173cbc2267d74deb838c6121c12f3a,a994b6a5fcbda5505cce9de4cb05bbd4378228a22fef5e485b46bf381704eb6d,227fa9a4d972821fe4b3904b15040d7b17416a1a4540433598366ba7994500dd
case_CL120_EHR_018__anon_7acfa57837e15e95,case_CL120_EHR_018,GLM-5,GLM-5,closed_success,5,perfect,4,strong,False,18,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[0]:citation[1]:nonverbatim_quote"",""rc[1]:citation[1]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[1]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[1]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[1]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[1]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[1]:completion_flags_inconsistent"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_5""]",False,False,False,2,True,True,True,True,direct_complete_evidence,0,38f605f85d6590d28e9555159430fafff210ad9b6f16dfc30811a88cadfc33ef,37ccf979a2487b59fb80d636b6920a07e2ddbad56f88be35ac6d2d4713643611,568b97d368116b45993d607a9ab1c0059d0e389647d56dffd8d1ac91fef91967,de651a18dd2bcfc6da73cf9f73705533896fb2510d9c41161a65840c64adeec8
case_CL120_EHR_019__anon_f8dcba04a6e23144,case_CL120_EHR_019,GLM-5,GLM-5,closed_success,5,perfect,4,strong,False,13,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[7]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_5""]",False,False,False,2,True,True,True,True,direct_complete_evidence,0,94b4807636b055b413d1a6f629af21c8b71d8dab505e7030f3bfe8134b02ba5c,669b9c4e4852da3813767614df1047b9ab413c3c61bc88b1b2b562555bc86a37,8c287365f08920e533f1ba459dec968736258654a68dd98b322f1749501aa1e2,8b7d003e2ef45c590d58fdff41fe8f5730c2a9f98e8e63ce14628bd456dbece1
case_CL120_EHR_020__anon_1dc5c6db8d285557,case_CL120_EHR_020,GLM-5,GLM-5,closed_success,2,borderline,2,borderline,True,7,"[""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[7]:citation[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote""]",False,True,False,1,False,True,False,False,direct_complete_evidence,0,ff55fa3f2653ff2287eb9a8e2c46a364333c0306a5f526a2d8c49857b288476c,bb37278f3f55befd07debe550cc2fb30d0c2b257be9ab2576442531acc0bdc14,0ff3b6fdbe1aac502c7ccfa7a64925df010ae8af24324e8996759d02f971eb3e,289deb5de48f5341c7b3b72a6fe703fa0febc9608fd7510598c0cd0c1a1a2fa6
case_CL120_EHR_021__anon_a94e6afb8839998d,case_CL120_EHR_021,GLM-5,GLM-5,closed_success,4,strong,5,perfect,False,17,"[""rc[0]:citation[1]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[3]:citation[1]:nonverbatim_quote"",""rc[4]:citation[1]:nonverbatim_quote"",""rc[5]:citation[1]:nonverbatim_quote"",""rc[6]:citation[1]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[1]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[1]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[1]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[0]:citation[2]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""ho[2]:high_order_evidence_not_distinct_from_minimum_rc"",""ho[3]:citation[2]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_4""]",False,False,False,4,True,True,True,False,direct_complete_evidence,0,15a1115a4177a6fa6c9b31eb0cbaf2421fa4cc35fee7b542d6879377b65c7680,c3766aaa2124159784997cffcde50a2022afd3300436f71c61d718ff314f3c66,7b177b7b038ddb989593ec3bda81524ca511cfc0df6e732f53c33717bcf2809d,840348d71d33e51b40d701ad64f5aff8c0789d52849e0eb00e474a67418093e3
case_CL120_EHR_022__anon_a7e1bb7f7797a527,case_CL120_EHR_022,GLM-5,GLM-5,closed_success,2,borderline,2,borderline,True,14,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[0]:citation[1]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""rc[6]:citation[1]:nonverbatim_quote"",""rc[7]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote""]",False,True,False,1,True,True,False,False,direct_complete_evidence,0,7c66fb5911ecf5e3e8f4c2b33c9079d5df79e048db2a7a70845d8aea53c46401,88e69b775acf3b4796a89f11898fdcaac6b170551cba5ae38034a9463bc9a60b,1e2173978d31e053bf2513a502cfc4456b4c68bb72b97592d72ed60ddac05174,7e80fddc8daf1a0d06922e38fff6bcfc99481fdffce04a1a10d48921c25f8ab1
case_CL120_EHR_023__anon_91a3808d359ba89a,case_CL120_EHR_023,GLM-5,GLM-5,closed_success,5,perfect,5,perfect,True,14,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote""]",False,False,False,3,True,True,True,True,direct_complete_evidence,0,9f09c9da8a14204e9a4672f19378e3fcb30ac0706aea1fdbce8db8463eae1c80,01c1392ddbe8b7107ad8fbe996998646543cea0489c2e04d026b181b257b5eb8,de9a374446c2c0f1cec6141943290f254f9472bd6b940f6048efab69f0712a88,9667d65a8c3c0b1047c92c70c3269e71edd48a83ecdaa6a2446304796334c96c
case_CL120_EHR_024__anon_ab53d02e1615149a,case_CL120_EHR_024,GLM-5,GLM-5,closed_success,5,perfect,4,strong,False,15,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""rc[6]:citation:requires_doctor_action_citation"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[2]:citation[0]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_5""]",False,False,False,2,True,True,True,True,direct_complete_evidence,0,ab0d6a7762a82981d17da8c8047c322b09f26e55f9f103d3509afc7e6a81edcd,a2d4a2ca606623acf8f059c631759a478a63a3d8454bc4a77cd769a99a02af97,5502ac84cc450ad9d53e75b0317b53fa72c71ad25f151aa15852184874df1307,e1461201fc343ca21fbc19c3a5f10f89dc5def6f8d1c077863e727726b884950
case_CL120_EHR_025__anon_a5cd58ba94f857d8,case_CL120_EHR_025,GLM-5,GLM-5,open_at_100,2,borderline,3,acceptable,False,15,"[""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""rc[7]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_2""]",False,True,False,1,True,True,False,False,direct_complete_evidence,0,2a58994208faf0e21a924738c3aaa31da58540b28f43475a42424445e21596d0,a077fa52db74feb01bb4f8dbaa5308dda4f7e01913fe3cdaba57645b7c30fd95,82ca356b5bb9ce4a12ad3485331f2b2f220b48090624e2b7dcd520953b0dd230,1afe0526bc42a6ae3d1c7a37c84275f05c0920114c60d7064ae10b2a06f27d98
case_CL120_EHR_026__anon_d23166108dd0fde0,case_CL120_EHR_026,GLM-5,GLM-5,closed_success,5,perfect,5,perfect,True,20,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[2]:citation[1]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[3]:citation[1]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[4]:citation[1]:nonverbatim_quote"",""rc[6]:citation[1]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[1]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote""]",False,False,False,4,True,True,True,True,direct_complete_evidence,0,974f01dd223b4d78478de265367b7f79afe0d0a4c9fff6e64c6dca51d9a51df9,b6cd7c5474641ff021006216ad2f71a69509ced9835ac429b0a09d77e6e4662c,3088434ac96acb8fa135e59d2ade4dc1168d86dca0a547c697067a96a5c005cf,236116fa74d3c36222bbed9124885ef1f0694ba1129735d8ed6b389b796be72d
case_CL120_EHR_027__anon_c8434ce5d1d90778,case_CL120_EHR_027,GLM-5,GLM-5,closed_success,4,strong,4,strong,True,20,"[""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[2]:citation[2]:nonverbatim_quote"",""rc[4]:citation[1]:nonverbatim_quote"",""rc[4]:citation[2]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[5]:citation[1]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[1]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[1]:nonverbatim_quote"",""dimension:continuity_memory_focus[1]:nonverbatim_quote"",""ho[2]:completion_flags_inconsistent"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote"",""ho[3]:citation[2]:nonverbatim_quote"",""closure:citation[1]:nonverbatim_quote""]",False,False,False,1,True,True,True,False,direct_complete_evidence,0,ad8f15e3c8993792d79ac646e7880892f917a275b45461f5cf1ba471bd966721,5cb10e34e6bae2b6a6e9481c7f307790b3fc53672c4ce890445252d52212919f,672fb14046d18883a20abfaa8d9fa1a84a3dc01341bbf1659fdd66727ef7b05f,40d5e56f09ac5dc79a9d064d91df3c8866441284bc0f42f45214b3be69f6477a
case_CL120_EHR_028__anon_95f8814f5ed6f7ec,case_CL120_EHR_028,GLM-5,GLM-5,closed_success,2,borderline,2,borderline,True,13,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:unknown_event_id"",""rc[6]:citation[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[2]:completion_flags_inconsistent"",""closure:citation[0]:nonverbatim_quote""]",False,True,False,2,False,True,False,False,direct_complete_evidence,0,c6f255961ce3b0881b5b4fe91f31c68cbee785e672161d1688ee0bc6e2776d06,aeb100205745a723aa0e65802fd9530f69efdeb8aeea6b635b841daacb7b995a,aec1798e9e713147b5702c3eb29137138d01fbafbfd6efd19eb570879f3de6ee,10c06caa67d0b073a673e3310acb39fdabb266a214abb5bad46522d444bf3ef6
case_CL120_EHR_029__anon_a92c2d8ac6670a13,case_CL120_EHR_029,GLM-5,GLM-5,closed_success,5,perfect,5,perfect,True,7,"[""rc[4]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[2]:citation[0]:nonverbatim_quote""]",False,False,False,3,True,True,True,True,direct_complete_evidence,0,c556b4b453de71bfbcc7fad20a2a304f818949a24533519e714080684f7e1da0,ab89a6cc47f7b6201604481fe396e4dd40af4755fab40d44aff8c72b9c948105,df3fa9a0845fc203a780a890a9423ca656476d3137a9af4c07e18d0825f4eab3,5776dc1de1cd40e3ee8f62f3683a671a269f3129ae6aea9c3682be158cd9937c
case_CL120_EHR_030__anon_7ef6eb0c4b2a4e9c,case_CL120_EHR_030,GLM-5,GLM-5,closed_success,4,strong,4,strong,True,9,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote""]",False,False,False,1,True,True,True,False,direct_complete_evidence,0,7a516742bab18bfc5bf7164e44017514cfce2590d735247231c72e28c5cfe7cf,bbaddebe2dc3756cedfe709e3ee24abf53bc73c044e6d3b4388da609f3f76429,f5a40bb311ba6d9ef2436b1d978d73ba619b76fc3221fdd679e400e61fb48f07,87e3b9529d4079176cebc00d3831070296d3a5d45d7a30e8d541282cb6c1d9fd
case_CL120_EHR_031__anon_ce96187d1a52017c,case_CL120_EHR_031,GLM-5,GLM-5,closed_success,4,strong,4,strong,True,8,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[2]:citation[1]:nonverbatim_quote"",""rc[5]:citation[1]:nonverbatim_quote"",""rc[6]:citation:requires_doctor_action_citation"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""ho[0]:completion_flags_inconsistent"",""ho[3]:completion_flags_inconsistent"",""ho[3]:citation[0]:nonverbatim_quote""]",False,False,False,1,True,True,True,False,direct_complete_evidence,0,83d79c0cfa86f5d7a4a4c36ae231671538b21a2bf267212dd311d05ec0cba6d2,42153ffeb4522880a9dd53831564ab31c37f0d27c0da612e4fd95271794eaf49,4fec945dc9f5ea1e21e6f4ab40fa2bcdfbb385ef64d596257ab422b9e0054544,5294e3036081811ac2697f3157dcf613ec98326fe1e4cf9e6b5eca937f2d477e
case_CL120_EHR_032__anon_49498a1be3281b1f,case_CL120_EHR_032,GLM-5,GLM-5,closed_success,5,perfect,5,perfect,True,22,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[0]:citation[1]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[1]:citation[1]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[2]:citation[1]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[3]:citation[1]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[4]:citation[1]:nonverbatim_quote"",""rc[5]:citation[1]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote"",""closure:citation[1]:nonverbatim_quote""]",False,False,False,3,True,True,True,True,direct_complete_evidence,0,fbb07251a043919c9de70d3a438dc3d7ad194d951f7b7e76d1afbac8060838a1,e5f85844b54f53df2bdf0d14dad17fddbf8045ce3678b3966f3cc48a860a55f9,ea66c55232f92dfad2e4933e34bd36b8bd3c704e10be2b7408abd53fcd21d554,b09edc3b3fee544f3f57748462899f787770eb486fb212ecec223953babc42a1
