judge_model,quality_error,count,rate_per_cell
gpt-5.6-sol,ho[3]:citation:requires_doctor_action_citation,3,0.0025
gpt-5.6-sol,non_chain:citation:requires_doctor_action_citation,3,0.0025
gpt-5.6-sol,rc[1]:citation[0]:missing_or_weak_explanation,3,0.0025
gpt-5.6-sol,rc[2]:citation:requires_doctor_action_citation,3,0.0025
gpt-5.6-sol,rc[2]:missing_or_weak_explanation,3,0.0025
gpt-5.6-sol,rc[4]:citation:missing,3,0.0025
gpt-5.6-sol,rc[4]:citation[2]:nonverbatim_quote,3,0.0025
gpt-5.6-sol,rc[7]:citation:requires_doctor_action_citation,3,0.0025
gpt-5.6-sol,closure:citation[2]:missing_or_weak_explanation,2,0.0016666666666666668
gpt-5.6-sol,closure:citation[2]:quote_too_short,2,0.0016666666666666668
gpt-5.6-sol,ho[2]:high_order_evidence_not_distinct_from_minimum_rc,2,0.0016666666666666668
gpt-5.6-sol,ho[3]:citation[2]:nonverbatim_quote,2,0.0016666666666666668
gpt-5.6-sol,ho[3]:high_order_evidence_not_distinct_from_minimum_rc,2,0.0016666666666666668
gpt-5.6-sol,non_chain:citation[1]:quote_too_short,2,0.0016666666666666668
gpt-5.6-sol,rc[1]:citation:requires_doctor_action_citation,2,0.0016666666666666668
gpt-5.6-sol,rc[1]:citation[1]:missing_or_weak_explanation,2,0.0016666666666666668
gpt-5.6-sol,rc[3]:citation[1]:missing_or_weak_explanation,2,0.0016666666666666668
gpt-5.6-sol,rc[4]:citation:requires_doctor_action_citation,2,0.0016666666666666668
gpt-5.6-sol,rc[4]:citation[0]:missing_or_weak_explanation,2,0.0016666666666666668
gpt-5.6-sol,rc[5]:citation[2]:nonverbatim_quote,2,0.0016666666666666668
gpt-5.6-sol,closure:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,dimension:actionability_responsibility_chain[1]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,dimension:continuity_memory_focus[0]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,dimension:continuity_memory_focus[1]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,dimension:continuity_memory_focus[1]:unknown_event_id,1,0.0008333333333333334
gpt-5.6-sol,dimension:medical_safety_risk_recognition[0]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,dimension:medical_safety_risk_recognition[2]:nonverbatim_quote,1,0.0008333333333333334
gpt-5.6-sol,ho[1]:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,ho[1]:citation[2]:quote_too_short,1,0.0008333333333333334
gpt-5.6-sol,ho[2]:citation[2]:nonverbatim_quote,1,0.0008333333333333334
gpt-5.6-sol,ho[2]:citation[2]:quote_too_short,1,0.0008333333333333334
gpt-5.6-sol,proposed_grade_inconsistent:expected_2,1,0.0008333333333333334
gpt-5.6-sol,rc[1]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,rc[2]:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,rc[2]:citation[2]:nonverbatim_quote,1,0.0008333333333333334
gpt-5.6-sol,rc[2]:citation[2]:quote_too_short,1,0.0008333333333333334
gpt-5.6-sol,rc[3]:citation:missing,1,0.0008333333333333334
gpt-5.6-sol,rc[3]:citation[0]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,rc[3]:citation[2]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,rc[6]:citation[1]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,rc[6]:citation[2]:quote_too_short,1,0.0008333333333333334
gpt-5.6-sol,rc[7]:citation[0]:missing_or_weak_explanation,1,0.0008333333333333334
gpt-5.6-sol,rc[7]:citation[2]:nonverbatim_quote,1,0.0008333333333333334
gpt-5.6-sol,rc[8]:citation[1]:nonverbatim_quote,1,0.0008333333333333334
