public_trajectory_id,packet_id,case_id,doctor_model,public_model_slug,judge_model,canonical_grade,canonical_grade_label,judge_reported_grade,judge_reported_grade_label,judge_reported_grade_matches_derived,judge_output_quality_error_count,judge_output_quality_errors_json,mode,chunk_count,aggregate_score_median,aggregate_score_mean,judge_score_range,judge_score_std,trajectory_status,turns_completed,contract_complexity_index,contract_complexity_level
case_CL120_EHR_082__GPT-5.4,case_CL120_EHR_082__anon_d979d86f3caba811,case_CL120_EHR_082,GPT-5.4,GPT-5.4,GPT-5.5,2,borderline,2,borderline,True,1,"[""rc[2]:citation[1]:nonverbatim_quote""]",direct_complete_evidence,0,2.0,2.25,3,1.0897247358851685,closed_success,4,4,moderate
case_CL120_EHR_082__GPT-5.4,case_CL120_EHR_082__anon_d979d86f3caba811,case_CL120_EHR_082,GPT-5.4,GPT-5.4,gpt-5.6-sol,2,borderline,2,borderline,True,0,[],direct_complete_evidence,0,2.0,2.25,3,1.0897247358851685,closed_success,4,4,moderate
case_CL120_EHR_083__GPT-5.4,case_CL120_EHR_083__anon_f765b09ad544ed02,case_CL120_EHR_083,GPT-5.4,GPT-5.4,DeepSeek-V4-Pro,5,perfect,4,strong,False,17,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""rc[7]:citation[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_5""]",direct_complete_evidence,0,3.5,3.5,3,1.5,closed_success,17,5,moderate
case_CL120_EHR_083__GPT-5.4,case_CL120_EHR_083__anon_f765b09ad544ed02,case_CL120_EHR_083,GPT-5.4,GPT-5.4,GLM-5,5,perfect,4,strong,False,10,"[""rc[4]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""rc[7]:citation:requires_doctor_action_citation"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_5""]",direct_complete_evidence,0,3.5,3.5,3,1.5,closed_success,17,5,moderate
case_CL120_EHR_083__GPT-5.4,case_CL120_EHR_083__anon_f765b09ad544ed02,case_CL120_EHR_083,GPT-5.4,GPT-5.4,GPT-5.5,2,borderline,2,borderline,True,5,"[""rc[2]:citation[0]:quote_too_short"",""rc[5]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:quote_too_short"",""dimension:patient_family_realworld_adaptation:requires_doctor_action_citation""]",direct_complete_evidence,0,3.5,3.5,3,1.5,closed_success,17,5,moderate
case_CL120_EHR_083__GPT-5.4,case_CL120_EHR_083__anon_f765b09ad544ed02,case_CL120_EHR_083,GPT-5.4,GPT-5.4,gpt-5.6-sol,2,borderline,2,borderline,True,9,"[""rc[1]:citation[1]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[4]:citation[1]:nonverbatim_quote"",""rc[5]:citation[0]:quote_too_short"",""rc[7]:citation[1]:quote_too_short"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""closure:citation[1]:nonverbatim_quote""]",direct_complete_evidence,0,3.5,3.5,3,1.5,closed_success,17,5,moderate
case_CL120_EHR_084__GPT-5.4,case_CL120_EHR_084__anon_fd8975513bd70979,case_CL120_EHR_084,GPT-5.4,GPT-5.4,DeepSeek-V4-Pro,4,strong,4,strong,True,11,"[""rc[1]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote""]",direct_complete_evidence,0,4.5,4.5,1,0.5,closed_success,48,6,moderate
case_CL120_EHR_084__GPT-5.4,case_CL120_EHR_084__anon_fd8975513bd70979,case_CL120_EHR_084,GPT-5.4,GPT-5.4,GLM-5,5,perfect,5,perfect,True,9,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""ho[1]:citation[2]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote""]",direct_complete_evidence,0,4.5,4.5,1,0.5,closed_success,48,6,moderate
case_CL120_EHR_084__GPT-5.4,case_CL120_EHR_084__anon_fd8975513bd70979,case_CL120_EHR_084,GPT-5.4,GPT-5.4,GPT-5.5,4,strong,5,perfect,False,8,"[""rc[1]:citation[1]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""rc[6]:citation[1]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[1]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[1]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_4""]",direct_complete_evidence,0,4.5,4.5,1,0.5,closed_success,48,6,moderate
case_CL120_EHR_084__GPT-5.4,case_CL120_EHR_084__anon_fd8975513bd70979,case_CL120_EHR_084,GPT-5.4,GPT-5.4,gpt-5.6-sol,5,perfect,5,perfect,True,7,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[1]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote""]",direct_complete_evidence,0,4.5,4.5,1,0.5,closed_success,48,6,moderate
case_CL120_EHR_085__GPT-5.4,case_CL120_EHR_085__anon_5aa81072c1189122,case_CL120_EHR_085,GPT-5.4,GPT-5.4,DeepSeek-V4-Pro,2,borderline,2,borderline,True,10,"[""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:high_order_evidence_not_distinct_from_minimum_rc"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[2]:high_order_evidence_not_distinct_from_minimum_rc"",""ho[2]:citation[0]:nonverbatim_quote""]",direct_complete_evidence,0,2.0,2.75,3,1.299038105676658,closed_success,12,5,moderate
case_CL120_EHR_085__GPT-5.4,case_CL120_EHR_085__anon_5aa81072c1189122,case_CL120_EHR_085,GPT-5.4,GPT-5.4,GLM-5,5,perfect,5,perfect,True,3,"[""rc[4]:citation:requires_doctor_action_citation"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""ho[0]:completion_flags_inconsistent""]",direct_complete_evidence,0,2.0,2.75,3,1.299038105676658,closed_success,12,5,moderate
case_CL120_EHR_085__GPT-5.4,case_CL120_EHR_085__anon_5aa81072c1189122,case_CL120_EHR_085,GPT-5.4,GPT-5.4,GPT-5.5,2,borderline,2,borderline,True,3,"[""ho[0]:citation[0]:quote_too_short"",""ho[0]:citation[1]:quote_too_short"",""ho[0]:citation:requires_doctor_action_citation""]",direct_complete_evidence,0,2.0,2.75,3,1.299038105676658,closed_success,12,5,moderate
case_CL120_EHR_085__GPT-5.4,case_CL120_EHR_085__anon_5aa81072c1189122,case_CL120_EHR_085,GPT-5.4,GPT-5.4,gpt-5.6-sol,2,borderline,2,borderline,True,1,"[""ho[3]:citation:missing""]",direct_complete_evidence,0,2.0,2.75,3,1.299038105676658,closed_success,12,5,moderate
case_CL120_EHR_086__GPT-5.4,case_CL120_EHR_086__anon_586832ffe551c644,case_CL120_EHR_086,GPT-5.4,GPT-5.4,DeepSeek-V4-Pro,5,perfect,5,perfect,True,8,"[""rc[4]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote"",""closure:citation[2]:nonverbatim_quote""]",direct_complete_evidence,0,5.0,4.25,3,1.299038105676658,closed_success,13,6,moderate
case_CL120_EHR_086__GPT-5.4,case_CL120_EHR_086__anon_586832ffe551c644,case_CL120_EHR_086,GPT-5.4,GPT-5.4,GLM-5,5,perfect,5,perfect,True,16,"[""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[6]:citation[1]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[1]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[2]:completion_flags_inconsistent"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote""]",direct_complete_evidence,0,5.0,4.25,3,1.299038105676658,closed_success,13,6,moderate
case_CL120_EHR_086__GPT-5.4,case_CL120_EHR_086__anon_586832ffe551c644,case_CL120_EHR_086,GPT-5.4,GPT-5.4,GPT-5.5,5,perfect,5,perfect,True,3,"[""rc[0]:citation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[1]:nonverbatim_quote""]",direct_complete_evidence,0,5.0,4.25,3,1.299038105676658,closed_success,13,6,moderate
case_CL120_EHR_086__GPT-5.4,case_CL120_EHR_086__anon_586832ffe551c644,case_CL120_EHR_086,GPT-5.4,GPT-5.4,gpt-5.6-sol,2,borderline,3,acceptable,False,3,"[""rc[1]:citation[0]:nonverbatim_quote"",""rc[1]:citation[1]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_2""]",direct_complete_evidence,0,5.0,4.25,3,1.299038105676658,closed_success,13,6,moderate
case_CL120_EHR_087__GPT-5.4,case_CL120_EHR_087__anon_23d3a60dff8fbf68,case_CL120_EHR_087,GPT-5.4,GPT-5.4,DeepSeek-V4-Pro,3,acceptable,3,acceptable,True,8,"[""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote""]",direct_complete_evidence,0,2.5,3,3,1.224744871391589,closed_success,37,2,low
case_CL120_EHR_087__GPT-5.4,case_CL120_EHR_087__anon_23d3a60dff8fbf68,case_CL120_EHR_087,GPT-5.4,GPT-5.4,GLM-5,5,perfect,5,perfect,True,22,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[1]:citation[1]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[3]:citation[1]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[4]:citation[1]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[5]:citation[1]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:unknown_event_id"",""dimension:clinical_reasoning_direction[1]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[1]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[1]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote""]",direct_complete_evidence,0,2.5,3,3,1.224744871391589,closed_success,37,2,low
case_CL120_EHR_087__GPT-5.4,case_CL120_EHR_087__anon_23d3a60dff8fbf68,case_CL120_EHR_087,GPT-5.4,GPT-5.4,GPT-5.5,2,borderline,2,borderline,True,3,"[""rc[2]:citation[1]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote""]",direct_complete_evidence,0,2.5,3,3,1.224744871391589,closed_success,37,2,low
case_CL120_EHR_087__GPT-5.4,case_CL120_EHR_087__anon_23d3a60dff8fbf68,case_CL120_EHR_087,GPT-5.4,GPT-5.4,gpt-5.6-sol,2,borderline,2,borderline,True,4,"[""rc[5]:citation[0]:nonverbatim_quote"",""rc[6]:citation[1]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote""]",direct_complete_evidence,0,2.5,3,3,1.224744871391589,closed_success,37,2,low
case_CL120_EHR_088__GPT-5.4,case_CL120_EHR_088__anon_0b3f60a878bccc8c,case_CL120_EHR_088,GPT-5.4,GPT-5.4,DeepSeek-V4-Pro,4,strong,4,strong,True,10,"[""rc[1]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote""]",direct_complete_evidence,0,3.0,3.25,3,1.299038105676658,closed_success,11,1,low
case_CL120_EHR_088__GPT-5.4,case_CL120_EHR_088__anon_0b3f60a878bccc8c,case_CL120_EHR_088,GPT-5.4,GPT-5.4,GLM-5,5,perfect,5,perfect,True,10,"[""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[2]:citation[1]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[1]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote""]",direct_complete_evidence,0,3.0,3.25,3,1.299038105676658,closed_success,11,1,low
case_CL120_EHR_088__GPT-5.4,case_CL120_EHR_088__anon_0b3f60a878bccc8c,case_CL120_EHR_088,GPT-5.4,GPT-5.4,GPT-5.5,2,borderline,2,borderline,True,0,[],direct_complete_evidence,0,3.0,3.25,3,1.299038105676658,closed_success,11,1,low
case_CL120_EHR_088__GPT-5.4,case_CL120_EHR_088__anon_0b3f60a878bccc8c,case_CL120_EHR_088,GPT-5.4,GPT-5.4,gpt-5.6-sol,2,borderline,2,borderline,True,0,[],direct_complete_evidence,0,3.0,3.25,3,1.299038105676658,closed_success,11,1,low
case_CL120_EHR_089__GPT-5.4,case_CL120_EHR_089__anon_6e2600c3ccb23981,case_CL120_EHR_089,GPT-5.4,GPT-5.4,DeepSeek-V4-Pro,4,strong,5,perfect,False,33,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[1]:citation[1]:nonverbatim_quote"",""rc[2]:citation[0]:nonverbatim_quote"",""rc[2]:citation[1]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[3]:citation[1]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[4]:citation[1]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[5]:citation[1]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""rc[6]:citation[1]:nonverbatim_quote"",""rc[7]:citation[0]:nonverbatim_quote"",""rc[7]:citation[1]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[1]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[1]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[1]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[1]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[1]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote"",""ho[3]:citation[0]:unknown_event_id"",""ho[3]:citation[1]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_4""]",direct_complete_evidence,0,4.0,3.5,2,0.8660254037844386,open_at_100,100,4,moderate
case_CL120_EHR_089__GPT-5.4,case_CL120_EHR_089__anon_6e2600c3ccb23981,case_CL120_EHR_089,GPT-5.4,GPT-5.4,GLM-5,2,borderline,2,borderline,True,9,"[""rc[2]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""rc[7]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[1]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[1]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[1]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote"",""closure:citation[1]:nonverbatim_quote""]",direct_complete_evidence,0,4.0,3.5,2,0.8660254037844386,open_at_100,100,4,moderate
case_CL120_EHR_089__GPT-5.4,case_CL120_EHR_089__anon_6e2600c3ccb23981,case_CL120_EHR_089,GPT-5.4,GPT-5.4,GPT-5.5,4,strong,5,perfect,False,7,"[""rc[4]:citation[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[1]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_4""]",direct_complete_evidence,0,4.0,3.5,2,0.8660254037844386,open_at_100,100,4,moderate
case_CL120_EHR_089__GPT-5.4,case_CL120_EHR_089__anon_6e2600c3ccb23981,case_CL120_EHR_089,GPT-5.4,GPT-5.4,gpt-5.6-sol,4,strong,5,perfect,False,6,"[""rc[5]:citation[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote"",""closure:citation[1]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_4""]",direct_complete_evidence,0,4.0,3.5,2,0.8660254037844386,open_at_100,100,4,moderate
case_CL120_EHR_090__GPT-5.4,case_CL120_EHR_090__anon_cbc633037c700f48,case_CL120_EHR_090,GPT-5.4,GPT-5.4,DeepSeek-V4-Pro,5,perfect,4,strong,False,14,"[""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[0]:citation[1]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_5""]",direct_complete_evidence,0,3.5,3.5,3,1.5,closed_success,14,2,low
case_CL120_EHR_090__GPT-5.4,case_CL120_EHR_090__anon_cbc633037c700f48,case_CL120_EHR_090,GPT-5.4,GPT-5.4,GLM-5,5,perfect,5,perfect,True,10,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[1]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[0]:citation[0]:nonverbatim_quote"",""ho[1]:citation[1]:nonverbatim_quote"",""ho[2]:citation[0]:nonverbatim_quote"",""ho[2]:citation[1]:nonverbatim_quote""]",direct_complete_evidence,0,3.5,3.5,3,1.5,closed_success,14,2,low
case_CL120_EHR_090__GPT-5.4,case_CL120_EHR_090__anon_cbc633037c700f48,case_CL120_EHR_090,GPT-5.4,GPT-5.4,GPT-5.5,2,borderline,2,borderline,True,0,[],direct_complete_evidence,0,3.5,3.5,3,1.5,closed_success,14,2,low
case_CL120_EHR_090__GPT-5.4,case_CL120_EHR_090__anon_cbc633037c700f48,case_CL120_EHR_090,GPT-5.4,GPT-5.4,gpt-5.6-sol,2,borderline,2,borderline,True,1,"[""dimension:continuity_memory_focus[0]:nonverbatim_quote""]",direct_complete_evidence,0,3.5,3.5,3,1.5,closed_success,14,2,low
case_CL120_EHR_091__GPT-5.4,case_CL120_EHR_091__anon_6e37da240bf471a8,case_CL120_EHR_091,GPT-5.4,GPT-5.4,DeepSeek-V4-Pro,3,acceptable,3,acceptable,True,9,"[""rc[1]:citation[0]:nonverbatim_quote"",""rc[3]:citation[0]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[5]:citation[0]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""dimension:medical_safety_risk_recognition[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""closure:citation[1]:nonverbatim_quote""]",direct_complete_evidence,0,3.5,3.5,3,1.118033988749895,closed_success,15,3,low
case_CL120_EHR_091__GPT-5.4,case_CL120_EHR_091__anon_6e37da240bf471a8,case_CL120_EHR_091,GPT-5.4,GPT-5.4,GLM-5,5,perfect,4,strong,False,16,"[""rc[0]:citation[0]:nonverbatim_quote"",""rc[1]:citation[0]:nonverbatim_quote"",""rc[2]:citation[1]:nonverbatim_quote"",""rc[3]:citation[1]:nonverbatim_quote"",""rc[4]:citation[0]:nonverbatim_quote"",""rc[4]:citation[1]:nonverbatim_quote"",""rc[6]:citation[0]:nonverbatim_quote"",""rc[6]:citation[1]:nonverbatim_quote"",""dimension:clinical_reasoning_direction[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:continuity_memory_focus[0]:nonverbatim_quote"",""ho[1]:citation[0]:nonverbatim_quote"",""ho[3]:citation[0]:nonverbatim_quote"",""ho[3]:citation[1]:nonverbatim_quote"",""closure:citation[0]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_5""]",direct_complete_evidence,0,3.5,3.5,3,1.118033988749895,closed_success,15,3,low
case_CL120_EHR_091__GPT-5.4,case_CL120_EHR_091__anon_6e37da240bf471a8,case_CL120_EHR_091,GPT-5.4,GPT-5.4,GPT-5.5,4,strong,5,perfect,False,2,"[""rc[5]:citation[1]:quote_too_short"",""proposed_grade_inconsistent:expected_4""]",direct_complete_evidence,0,3.5,3.5,3,1.118033988749895,closed_success,15,3,low
case_CL120_EHR_091__GPT-5.4,case_CL120_EHR_091__anon_6e37da240bf471a8,case_CL120_EHR_091,GPT-5.4,GPT-5.4,gpt-5.6-sol,2,borderline,2,borderline,True,0,[],direct_complete_evidence,0,3.5,3.5,3,1.118033988749895,closed_success,15,3,low
case_CL120_EHR_092__GPT-5.4,case_CL120_EHR_092__anon_2fcc3a204ad75a7b,case_CL120_EHR_092,GPT-5.4,GPT-5.4,DeepSeek-V4-Pro,5,perfect,4,strong,False,5,"[""rc[6]:citation[0]:nonverbatim_quote"",""rc[6]:citation:requires_doctor_action_citation"",""dimension:actionability_responsibility_chain[0]:nonverbatim_quote"",""closure:citation[1]:nonverbatim_quote"",""proposed_grade_inconsistent:expected_5""]",direct_complete_evidence,0,2.0,2.75,3,1.299038105676658,closed_success,2,2,low
case_CL120_EHR_092__GPT-5.4,case_CL120_EHR_092__anon_2fcc3a204ad75a7b,case_CL120_EHR_092,GPT-5.4,GPT-5.4,GLM-5,2,borderline,2,borderline,True,5,"[""rc[4]:citation[0]:nonverbatim_quote"",""rc[6]:citation:requires_doctor_action_citation"",""dimension:patient_family_realworld_adaptation[0]:nonverbatim_quote"",""dimension:patient_family_realworld_adaptation[1]:nonverbatim_quote"",""closure:citation:requires_doctor_action_citation""]",direct_complete_evidence,0,2.0,2.75,3,1.299038105676658,closed_success,2,2,low
case_CL120_EHR_092__GPT-5.4,case_CL120_EHR_092__anon_2fcc3a204ad75a7b,case_CL120_EHR_092,GPT-5.4,GPT-5.4,GPT-5.5,2,borderline,2,borderline,True,2,"[""rc[5]:citation[1]:quote_too_short"",""invalid_status_cannot_be_fully_valid""]",direct_complete_evidence,0,2.0,2.75,3,1.299038105676658,closed_success,2,2,low
case_CL120_EHR_092__GPT-5.4,case_CL120_EHR_092__anon_2fcc3a204ad75a7b,case_CL120_EHR_092,GPT-5.4,GPT-5.4,gpt-5.6-sol,2,borderline,2,borderline,True,1,"[""rc[5]:citation[0]:quote_too_short""]",direct_complete_evidence,0,2.0,2.75,3,1.299038105676658,closed_success,2,2,low
