public_trajectory_id,packet_id,case_id,doctor_model,trajectory_status,turns_completed,retained_event_count,doctor_message_count,doctor_turn_count,workspace_turn_count,workspace_entry_count,workspace_result_count,doctor_operation_routing_count,has_workspace,turns_per_workspace_turn,first_workspace_turn,last_workspace_turn,family_message_count,patient_message_count,doctor_system_notification_count,runtime_error_category,runtime_error_type,closure_status,closure_kind,case_disease_domain,case_target_problem,case_starting_phase,case_friction_intensity,case_primary_friction,case_secondary_frictions,case_tool_dependency,case_expected_turn_budget_category,case_high_order_capability_domains,aggregate_score_mean,aggregate_score_median,judge_score_range,judge_score_std,score_minus_case_mean,failure_flags,primary_failure_mode,low_score,very_low_score,below_strong,high_turn,very_high_turn,no_workspace,sparse_workspace,heavy_workspace,high_judge_disagreement,workspace_underuse_candidate,workspace_overuse_candidate,long_or_tool_intensive_low_score,closed_but_low_score,model_specific_weakness,serious_error_any_judge,minor_or_moderate_error_any_judge,important_non_chain_defect_any_judge
case_CL120_EHR_089__GLM-5,case_CL120_EHR_089__anon_59ba54025800d063,case_CL120_EHR_089,GLM-5,closed_success,81,300,81,81,19,47,42,42,True,4.2631578947368425,1,80,82,0,6,,,closed,terminal_safe_episode_closed,oncology_hematology,anemia_bleeding,longitudinal_followup,light,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,4.25,5.0,3,1.299038105676658,1.0,high_turn | heavy_workspace | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True
case_CL120_EHR_090__GLM-5,case_CL120_EHR_090__anon_e39eac63ea23558b,case_CL120_EHR_090,GLM-5,closed_success,4,33,4,4,3,8,7,7,True,1.3333333333333333,1,3,5,0,2,,,closed,terminal_safe_episode_closed,oncology_hematology,palliative_transition,discharge_transition,light,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,0.4500000000000002,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
case_CL120_EHR_091__GLM-5,case_CL120_EHR_091__anon_ba1f367d76db66eb,case_CL120_EHR_091,GLM-5,closed_success,6,54,6,6,5,14,12,12,True,1.2,1,6,7,0,3,,,closed,terminal_safe_episode_closed,oncology_hematology,family_disclosure,discharge_transition,light,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.0,3,1.299038105676658,-0.3999999999999999,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
case_CL120_EHR_092__GLM-5,case_CL120_EHR_092__anon_0907501c60a03b4f,case_CL120_EHR_092,GLM-5,closed_success,4,27,4,4,2,6,5,5,True,2.0,1,2,5,0,2,,,closed,terminal_safe_handoff_closed,oncology_hematology,new_mass_staging,pre_handoff,light,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,short,HO1 | HO2 | HO3 | HO4,2.75,2.0,3,1.299038105676658,-0.6000000000000001,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
case_CL120_EHR_093__GLM-5,case_CL120_EHR_093__anon_6d44158d4ee3c1f2,case_CL120_EHR_093,GLM-5,closed_success,8,41,8,8,2,7,6,6,True,4.0,1,2,9,0,5,,,closed,terminal_safe_handoff_closed,oncology_hematology,chemotherapy_complication,pre_handoff,moderate,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,2.25,1.5,4,1.6393596310755,-0.75,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
case_CL120_EHR_094__GLM-5,case_CL120_EHR_094__anon_73b498b284be5184,case_CL120_EHR_094,GLM-5,closed_success,35,162,35,35,13,30,27,27,True,2.6923076923076925,1,35,36,0,7,,,closed,terminal_safe_episode_closed,oncology_hematology,anemia_bleeding,post_handoff,moderate,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.0,3,1.299038105676658,-0.2999999999999998,low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,True,False,True,False,False,False,False,True,True,False,True,True,True,False,False,True,False
case_CL120_EHR_095__GLM-5,case_CL120_EHR_095__anon_7af7d93c74a98bd3,case_CL120_EHR_095,GLM-5,closed_success,11,132,11,11,10,39,33,33,True,1.1,1,11,12,0,3,,,closed,terminal_safe_episode_closed,oncology_hematology,palliative_transition,post_handoff,moderate,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,medium,HO1 | HO2 | HO3 | HO4,2.25,1.5,4,1.6393596310755,-1.2999999999999998,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True
case_CL120_EHR_096__GLM-5,case_CL120_EHR_096__anon_d55f11ebeb70b5b9,case_CL120_EHR_096,GLM-5,closed_success,65,298,65,65,21,56,50,50,True,3.0952380952380953,1,63,66,0,10,,,closed,terminal_safe_episode_closed,oncology_hematology,family_disclosure,result_return,moderate,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,medium,HO1 | HO2 | HO3 | HO4,4,4.5,3,1.224744871391589,0.5499999999999998,high_turn | heavy_workspace | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,True
case_CL120_EHR_097__GLM-5,case_CL120_EHR_097__anon_b3b416f00f9887e8,case_CL120_EHR_097,GLM-5,closed_success,4,30,4,4,3,7,6,6,True,1.3333333333333333,1,3,5,0,2,,,closed,terminal_safe_episode_closed,infectious_disease,culture_result_action,result_return,moderate,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,3.75,4.0,3,1.0897247358851685,0.8999999999999999,high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_098__GLM-5,case_CL120_EHR_098__anon_50e311ba0d32fd20,case_CL120_EHR_098,GLM-5,closed_success,28,91,28,28,6,11,10,10,True,4.666666666666667,1,28,29,0,3,,,closed,terminal_safe_episode_closed,infectious_disease,sepsis_warning,home_execution_failure,moderate,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,medium,HO1 | HO2 | HO3 | HO4,4.25,5.0,3,1.299038105676658,1.2000000000000002,heavy_workspace | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True
case_CL120_EHR_099__GLM-5,case_CL120_EHR_099__anon_6576e633accd66be,case_CL120_EHR_099,GLM-5,closed_success,23,104,23,23,8,16,15,15,True,2.875,1,23,24,0,11,,,closed,terminal_safe_episode_closed,infectious_disease,tb_or_hbv_stigma,home_execution_failure,moderate,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,-0.04999999999999982,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False
case_CL120_EHR_100__GLM-5,case_CL120_EHR_100__anon_169da9b9e6d3b496,case_CL120_EHR_100,GLM-5,closed_success,23,212,23,23,16,60,51,51,True,1.4375,1,23,0,24,3,,,closed,terminal_safe_episode_closed,infectious_disease,antibiotic_allergy_or_adherence,longitudinal_followup,moderate,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,2.5,2.0,2,0.8660254037844386,-0.8500000000000001,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,False,False,True,True
case_CL120_EHR_101__GLM-5,case_CL120_EHR_101__anon_e837c9ba9c5ebf26,case_CL120_EHR_101,GLM-5,closed_success,5,48,5,5,4,12,10,10,True,1.25,1,5,6,0,5,,,closed,terminal_safe_episode_closed,infectious_disease,culture_result_action,discharge_transition,heavy,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,long,HO1 | HO2 | HO3 | HO4,1.75,2.0,1,0.4330127018922193,-1.5,low_score | very_low_score | below_strong | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
case_CL120_EHR_102__GLM-5,case_CL120_EHR_102__anon_f79f0718e9f39944,case_CL120_EHR_102,GLM-5,closed_success,27,100,27,27,6,16,14,14,True,4.5,1,27,0,28,1,,,closed,terminal_safe_episode_closed,infectious_disease,sepsis_warning,discharge_transition,heavy,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,long,HO1 | HO2 | HO3 | HO4,3.75,4.5,4,1.6393596310755,0.6499999999999999,heavy_workspace | high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,True,True
case_CL120_EHR_103__GLM-5,case_CL120_EHR_103__anon_4921d48d9e2ac74b,case_CL120_EHR_103,GLM-5,closed_success,4,46,4,4,4,12,11,11,True,1.0,1,4,5,0,3,,,closed,terminal_safe_episode_closed,infectious_disease,transplant_patient_hbv_tb_stigma_and_immunosuppression_safety,pre_handoff,heavy,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,long,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,0.20000000000000018,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_104__GLM-5,case_CL120_EHR_104__anon_05325ec07cd85a0c,case_CL120_EHR_104,GLM-5,closed_success,11,58,11,11,5,10,9,9,True,2.2,1,8,12,0,7,,,closed,terminal_safe_handoff_closed,infectious_disease,antibiotic_allergy_or_adherence,pre_handoff,light,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,short,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,0.25,below_strong | high_judge_disagreement | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
case_CL120_EHR_105__GLM-5,case_CL120_EHR_105__anon_3f4b781b1db74625,case_CL120_EHR_105,GLM-5,closed_success,17,88,17,17,11,17,17,17,True,1.5454545454545454,1,17,18,0,2,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,fracture_fall_prevention,post_handoff,light,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.0,3,1.299038105676658,0.10000000000000009,low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,True,False,True,False,False,False,False,True,True,False,True,True,True,False,False,True,False
case_CL120_EHR_106__GLM-5,case_CL120_EHR_106__anon_e7ded9cdc326716f,case_CL120_EHR_106,GLM-5,closed_success,24,130,24,24,12,27,26,26,True,2.0,1,24,25,0,2,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,osteoporosis,post_handoff,light,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,medium,HO1 | HO2 | HO3 | HO4,3.75,4.5,4,1.6393596310755,0.8999999999999999,heavy_workspace | high_judge_disagreement | serious_error_any_judge | important_non_chain_defect_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
case_CL120_EHR_107__GLM-5,case_CL120_EHR_107__anon_4305bd3b20a6c24f,case_CL120_EHR_107,GLM-5,closed_success,12,107,12,12,8,29,25,25,True,1.5,1,12,13,0,3,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,polypharmacy,result_return,light,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.7853571071357126,0.2999999999999998,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,True,False
case_CL120_EHR_108__GLM-5,case_CL120_EHR_108__anon_bb7607f300444e2c,case_CL120_EHR_108,GLM-5,closed_success,6,57,6,6,4,14,13,13,True,1.5,1,4,7,0,4,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,frailty_caregiver_execution,result_return,light,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,medium,HO1 | HO2 | HO3 | HO4,3,3.0,4,2.0,0.1499999999999999,low_score | below_strong | high_judge_disagreement | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,closed_but_low_score,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False
case_CL120_EHR_109__GLM-5,case_CL120_EHR_109__anon_c7e293a8e9a554de,case_CL120_EHR_109,GLM-5,closed_success,8,74,8,8,6,19,18,18,True,1.3333333333333333,1,7,9,0,2,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,fracture_fall_prevention,home_execution_failure,light,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,medium,HO1 | HO2 | HO3 | HO4,2.5,2.0,4,1.5,-1.25,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,False
case_CL120_EHR_110__GLM-5,case_CL120_EHR_110__anon_184165d795f9dfe8,case_CL120_EHR_110,GLM-5,closed_success,6,35,6,6,2,7,7,7,True,3.0,1,2,7,0,1,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,osteoporosis,home_execution_failure,moderate,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.0,3,1.299038105676658,0.8500000000000001,low_score | below_strong | high_judge_disagreement | closed_but_low_score | minor_or_moderate_error_any_judge,closed_but_low_score,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
case_CL120_EHR_111__GLM-5,case_CL120_EHR_111__anon_750749c9d198d247,case_CL120_EHR_111,GLM-5,closed_success,15,84,15,15,7,18,16,16,True,2.142857142857143,1,12,16,0,3,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,polypharmacy,longitudinal_followup,moderate,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,medium,HO1 | HO2 | HO3 | HO4,4,4.5,3,1.224744871391589,2.15,heavy_workspace | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
case_CL120_EHR_112__GLM-5,case_CL120_EHR_112__anon_8b6d233cbd997574,case_CL120_EHR_112,GLM-5,closed_success,9,71,9,9,6,18,15,15,True,1.5,1,6,10,0,4,,,closed,terminal_safe_episode_closed,musculoskeletal_geriatrics,frailty_caregiver_execution,discharge_transition,moderate,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,medium,HO1 | HO2 | HO3 | HO4,3.5,3.5,3,1.5,-0.10000000000000009,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,True,True
case_CL120_EHR_113__GLM-5,case_CL120_EHR_113__anon_31cc23cbc4eadcce,case_CL120_EHR_113,GLM-5,closed_success,15,118,15,15,12,30,27,27,True,1.25,1,15,16,0,3,,,closed,terminal_safe_episode_closed,mental_health_somatic,anxiety_depression_somatic_red_flag_and_followup,longitudinal_followup,moderate,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,4.25,5.0,3,1.299038105676658,1.7000000000000002,heavy_workspace | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False
case_CL120_EHR_114__GLM-5,case_CL120_EHR_114__anon_6f778a97b2f35727,case_CL120_EHR_114,GLM-5,closed_success,8,67,8,8,6,16,15,15,True,1.3333333333333333,1,8,9,0,4,,,closed,terminal_safe_handoff_closed,mental_health_somatic,depression_adherence,pre_handoff,moderate,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.7853571071357126,1.0,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True
case_CL120_EHR_115__GLM-5,case_CL120_EHR_115__anon_e8b03b914f1d6d4f,case_CL120_EHR_115,GLM-5,closed_success,12,75,12,12,9,16,15,15,True,1.3333333333333333,1,12,13,0,4,,,closed,terminal_safe_episode_closed,mental_health_somatic,stigma_hidden_history,pre_handoff,moderate,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.7853571071357126,-0.04999999999999982,below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,long_or_tool_intensive_low_score,False,False,True,False,False,False,False,True,True,False,True,True,False,False,True,True,True
case_CL120_EHR_116__GLM-5,case_CL120_EHR_116__anon_14e9213667778ab5,case_CL120_EHR_116,GLM-5,closed_success,13,80,13,13,8,18,17,17,True,1.625,1,12,14,0,1,,,closed,terminal_safe_handoff_closed,mental_health_somatic,anxiety_somatic_red_flag,post_handoff,moderate,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,medium,HO1 | HO2 | HO3 | HO4,3,3.0,4,1.5811388300841898,0.5,low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,long_or_tool_intensive_low_score,True,False,True,False,False,False,False,True,True,False,True,True,True,False,True,True,False
case_CL120_EHR_117__GLM-5,case_CL120_EHR_117__anon_7e31f43c3e5a7f92,case_CL120_EHR_117,GLM-5,closed_success,7,60,7,7,4,16,13,13,True,1.75,1,5,8,0,3,,,closed,terminal_safe_episode_closed,mental_health_somatic,depression_adherence,post_handoff,moderate,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,3.25,3.5,4,1.7853571071357126,1.1,below_strong | high_judge_disagreement | serious_error_any_judge | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False
case_CL120_EHR_118__GLM-5,case_CL120_EHR_118__anon_effaff29a24d255c,case_CL120_EHR_118,GLM-5,closed_success,15,66,15,15,4,11,10,10,True,3.75,1,15,16,0,4,,,closed,terminal_safe_episode_closed,dermatology_ent_ophthalmology,rash_drug_reaction,result_return,heavy,misstated_family_or_patient_information,delayed_or_staged_result_return | low_adherence_or_refusal,high,long,HO1 | HO2 | HO3 | HO4,3,2.5,3,1.224744871391589,-0.75,low_score | very_low_score | below_strong | high_judge_disagreement | closed_but_low_score | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
case_CL120_EHR_119__GLM-5,case_CL120_EHR_119__anon_464d8ef4d62f9624,case_CL120_EHR_119,GLM-5,runtime_error,27,105,27,27,8,16,16,16,True,3.375,1,15,0,27,3,content_filter_400,RuntimeError,open,,dermatology_ent_ophthalmology,vision_red_flag,result_return,heavy,cost_transport_or_work_barrier,low_adherence_or_refusal | external_system_gap,high,long,HO1 | HO2 | HO3 | HO4,2.5,2.0,4,1.5,-1.4,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,runtime_error,True,True,True,False,False,False,False,True,True,False,True,True,False,True,True,True,True
case_CL120_EHR_120__GLM-5,case_CL120_EHR_120__anon_9053a0189f725a89,case_CL120_EHR_120,GLM-5,closed_success,9,84,9,9,8,23,20,20,True,1.125,1,8,0,10,2,,,closed,terminal_safe_episode_closed,dermatology_ent_ophthalmology,otitis_sinus_complication,home_execution_failure,heavy,privacy_stigma_or_sensitive_history,external_system_gap | misstated_family_or_patient_information,high,long,HO1 | HO2 | HO3 | HO4,2.5,2.0,4,1.5,-0.6499999999999999,low_score | very_low_score | below_strong | heavy_workspace | high_judge_disagreement | workspace_overuse_candidate | long_or_tool_intensive_low_score | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,False,True,True,False,True,True,True,False,True,True,True
case_CL120_EHR_001__GPT-5.4,case_CL120_EHR_001__anon_3465ccd25b14e88e,case_CL120_EHR_001,GPT-5.4,closed_success,6,19,6,6,1,1,1,1,True,6.0,1,1,7,0,3,,,closed,terminal_safe_episode_closed,cardiovascular,chest_pain_acs_dissection,longitudinal_followup,light,incomplete_patient_information,misstated_family_or_patient_information | cost_transport_or_work_barrier,high,medium,HO1 | HO2 | HO3 | HO4,3.75,4.0,3,1.299038105676658,1.15,sparse_workspace | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_002__GPT-5.4,case_CL120_EHR_002__anon_7ded34b5c1d728b7,case_CL120_EHR_002,GPT-5.4,closed_success,10,29,10,10,2,2,2,2,True,5.0,1,2,11,0,2,,,closed,terminal_safe_handoff_closed,cardiovascular,heart_failure_decompensation,longitudinal_followup,light,medication_confusion_or_execution_failure,cost_transport_or_work_barrier | privacy_stigma_or_sensitive_history,high,medium,HO1 | HO2 | HO3 | HO4,1.5,1.5,1,0.5,-1.4,low_score | very_low_score | below_strong | closed_but_low_score | model_specific_weakness | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False
case_CL120_EHR_003__GPT-5.4,case_CL120_EHR_003__anon_424fe0fa0ed287a9,case_CL120_EHR_003,GPT-5.4,closed_success,4,17,4,4,2,2,2,2,True,2.0,1,2,5,0,2,,,closed,terminal_safe_episode_closed,cardiovascular,atrial_fibrillation_anticoagulation,discharge_transition,light,caregiver_conflict_or_fatigue,privacy_stigma_or_sensitive_history | incomplete_patient_information,high,medium,HO1 | HO2 | HO3 | HO4,5,5.0,0,0.0,2.0,,no_major_failure_flag,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
case_CL120_EHR_004__GPT-5.4,case_CL120_EHR_004__anon_6242dc72a7c203d9,case_CL120_EHR_004,GPT-5.4,closed_success,6,18,6,6,1,1,1,1,True,6.0,1,1,7,0,2,,,closed,terminal_safe_episode_closed,dermatology_ent_ophthalmology,cataract_postoperative_medication_and_followup,discharge_transition,light,document_or_image_quality_problem,incomplete_patient_information | medication_confusion_or_execution_failure,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.5,4,1.479019945774904,-0.2999999999999998,low_score | very_low_score | below_strong | sparse_workspace | high_judge_disagreement | workspace_underuse_candidate | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge | important_non_chain_defect_any_judge,very_low_score,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,True
case_CL120_EHR_005__GPT-5.4,case_CL120_EHR_005__anon_96315ba8311d3586,case_CL120_EHR_005,GPT-5.4,closed_success,7,19,7,7,0,0,0,0,False,,,,8,0,4,,,closed,terminal_safe_handoff_closed,cardiovascular,syncope,pre_handoff,light,delayed_or_staged_result_return,medication_confusion_or_execution_failure | caregiver_conflict_or_fatigue,high,short,HO1 | HO2 | HO3 | HO4,4,4.5,3,1.224744871391589,0.8500000000000001,no_workspace | sparse_workspace | high_judge_disagreement | minor_or_moderate_error_any_judge,high_judge_disagreement,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False
case_CL120_EHR_006__GPT-5.4,case_CL120_EHR_006__anon_6ae54ee98231fbad,case_CL120_EHR_006,GPT-5.4,closed_success,2,8,2,2,0,0,0,0,False,,,,3,0,3,,,closed,terminal_safe_handoff_closed,cardiovascular,chest_pain_acs_dissection,pre_handoff,light,low_adherence_or_refusal,caregiver_conflict_or_fatigue | document_or_image_quality_problem,high,short,HO1 | HO2 | HO3 | HO4,4.5,5.0,2,0.8660254037844386,1.1,no_workspace | sparse_workspace | high_judge_disagreement,high_judge_disagreement,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
case_CL120_EHR_007__GPT-5.4,case_CL120_EHR_007__anon_ff59ad460bb6f0ed,case_CL120_EHR_007,GPT-5.4,closed_success,5,18,5,5,1,1,1,1,True,5.0,1,1,6,0,4,,,closed,terminal_safe_episode_closed,cardiovascular,heart_failure_decompensation,post_handoff,moderate,external_system_gap,document_or_image_quality_problem | delayed_or_staged_result_return,high,medium,HO1 | HO2 | HO3 | HO4,2.75,2.5,4,1.7853571071357126,-0.10000000000000009,low_score | very_low_score | below_strong | sparse_workspace | high_judge_disagreement | workspace_underuse_candidate | closed_but_low_score | serious_error_any_judge | minor_or_moderate_error_any_judge,very_low_score,True,True,True,False,False,False,True,False,True,True,False,False,True,False,True,True,False
