packet_id,public_model_slug,public_trajectory_id,case_id,doctor_model,terminal_status,turns_completed,runtime_error_present,source_trajectory_sha256,packet_sha256,source_trajectory_file,retained_event_count,doctor_message_count,doctor_turn_count,workspace_turn_count,workspace_entry_count,workspace_result_count,doctor_operation_routing_count,has_workspace,turns_per_workspace_turn,first_workspace_turn,last_workspace_turn,family_message_count,patient_message_count,doctor_system_notification_count,runtime_error_category,runtime_error_type,runtime_error_message_excerpt,closure_status,closure_kind,closed_success_flag,open_at_100_flag,runtime_error_flag,aggregate_score_median,aggregate_score_mean,judge_score_range,judge_score_std,serious_error_any_judge,minor_or_moderate_error_any_judge,important_non_chain_defect_any_judge,judge_reported_grade_mismatch_count,judge_output_quality_error_count,judge_with_any_quality_error_count,contract_complexity_index,contract_complexity_level
case_CL120_EHR_081__anon_1871cefabb3e97e5,GPT-5.6-Sol,case_CL120_EHR_081__GPT-5.6-Sol,case_CL120_EHR_081,GPT-5.6 Sol,closed_success,3,False,d66433b767728a271318c54fd029fc35802941316eff90babe232f09f1f518dc,1dc20195dde5bdb951f4563b38af380a32e781612b25029a0d098d1e12a8730d,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_081.json,13,3,3,2,2,2,2,True,1.5,1,2,4,0,0,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,5,0,0.0,False,False,False,1,8,2,4,moderate
case_CL120_EHR_082__anon_add0f46a8e4d0f32,GPT-5.6-Sol,case_CL120_EHR_082__GPT-5.6-Sol,case_CL120_EHR_082,GPT-5.6 Sol,closed_success,5,False,5089ad5ea8141f35a1334a0bdc3fb20bbb24e64cdafc16ae0e20ee333f2e8d98,c48b3818471fea737fe12ad24befbe749efac5ca6e05213191d93690259d74de,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_082.json,26,5,5,2,4,4,4,True,2.5,1,2,6,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,False,0,9,2,4,moderate
case_CL120_EHR_083__anon_7a8446ceabbbf53e,GPT-5.6-Sol,case_CL120_EHR_083__GPT-5.6-Sol,case_CL120_EHR_083,GPT-5.6 Sol,closed_success,18,False,1a79ad96601b3d35b75965666cd60a16f184f225a017b2c80130381abb2ab51c,0198057f334d8d930fdbde6fb4f623e0379fad9473aa6721a2a41ef0ace43a8c,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_083.json,43,18,18,1,1,1,1,True,18.0,1,1,19,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4,4,1.7320508075688772,True,True,True,0,15,4,5,moderate
case_CL120_EHR_084__anon_415ccadf36ff6c44,GPT-5.6-Sol,case_CL120_EHR_084__GPT-5.6-Sol,case_CL120_EHR_084,GPT-5.6 Sol,closed_success,30,False,62877133a0623510a96d9d73ecc579e8b174e157c940c1dd625d446914481c96,dfa21ff7c6b3e467ec11c473ae821e2908cd87879001ec36e97ea4805fd03f34,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_084.json,77,30,30,1,4,4,4,True,30.0,1,1,31,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,True,0,7,2,6,moderate
case_CL120_EHR_085__anon_3163abddbd211e1c,GPT-5.6-Sol,case_CL120_EHR_085__GPT-5.6-Sol,case_CL120_EHR_085,GPT-5.6 Sol,closed_success,9,False,088047304085ac830991693cf1e4508fe1dba8a3330cc5850f8892cf4ca0eef4,7c3e6ed3495907099dfb600a065ec8da29ba467961a4b50f90c5cf653d332c19,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_085.json,41,9,9,3,7,6,6,True,3.0,1,3,10,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,5,0,0.0,False,False,False,1,31,2,5,moderate
case_CL120_EHR_086__anon_25078797d4964acf,GPT-5.6-Sol,case_CL120_EHR_086__GPT-5.6-Sol,case_CL120_EHR_086,GPT-5.6 Sol,closed_success,11,False,245d3596330005b0fe38149f7f78d74b0de771143e6a9fc8efe7b77d30aa1786,d81dfcd03b8155aae6aee1b2be93f6eab54dc2b2774d1b57dff4cd876dc4e054,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_086.json,40,11,11,4,5,5,5,True,2.75,1,7,12,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4.75,1,0.4330127018922193,False,False,False,2,28,2,6,moderate
case_CL120_EHR_087__anon_56825231d6d06626,GPT-5.6-Sol,case_CL120_EHR_087__GPT-5.6-Sol,case_CL120_EHR_087,GPT-5.6 Sol,closed_success,21,False,4223cbd22d900fcbafa50b3309f33056c5ca4270583a680fcb51e1a4e359d368,d3312b06d10f8a9fcd77d2cae1b1ab819c5fb72e1b735f03c5564c984f0d7b9d,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_087.json,60,21,21,2,5,5,5,True,10.5,1,20,0,22,2,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4.25,3,1.299038105676658,False,True,False,0,33,4,2,low
case_CL120_EHR_088__anon_b38914246a98e172,GPT-5.6-Sol,case_CL120_EHR_088__GPT-5.6-Sol,case_CL120_EHR_088,GPT-5.6 Sol,closed_success,6,False,d61555dc2900987d62e69825240b39d08cdb3f55b4eb92d92428fe1983f8e165,9519e559451997558e7fcb804bdd1020692498fc1d66c3963149a40c05a44250,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_088.json,38,6,6,4,8,7,7,True,1.5,1,5,7,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,5,0,0.0,False,False,False,0,20,4,1,low
case_CL120_EHR_089__anon_37523bdb8812621d,GPT-5.6-Sol,case_CL120_EHR_089__GPT-5.6-Sol,case_CL120_EHR_089,GPT-5.6 Sol,closed_success,25,False,6166fa397141e275834dc49cb81fc291f6f178f4e372131915876ab519a72e47,266495c941769c12094932cca16e487e870ac2773bc8eb25e8881c5e7a0c71fe,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_089.json,59,25,25,1,1,1,1,True,25.0,1,1,26,0,5,,,,closed,terminal_safe_handoff_closed,True,False,False,5.0,5,0,0.0,False,False,False,1,35,4,4,moderate
case_CL120_EHR_090__anon_0e70f2fd23dd0081,GPT-5.6-Sol,case_CL120_EHR_090__GPT-5.6-Sol,case_CL120_EHR_090,GPT-5.6 Sol,closed_success,72,False,d3f74058fb17033e6ea492055109945c52cbdd3eb47a022acba0c20dc6f638d3,d298e7ae137a5bdbe4db52b1bfa581fa29568e52b2a21d8d3ed04cdda47be3fc,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_090.json,158,72,72,3,3,3,3,True,24.0,1,68,73,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,2.5,3,3,1.224744871391589,False,True,True,0,28,4,2,low
case_CL120_EHR_091__anon_4eac8738176909b0,GPT-5.6-Sol,case_CL120_EHR_091__GPT-5.6-Sol,case_CL120_EHR_091,GPT-5.6 Sol,closed_success,5,False,bdd25a7480424fbbb6b4c350ea745853baf5096baca197e3eeda493401987079,fabb15e0ce07a46bd42c1975ec423553d04dea6871666b3a3f15569b246f5371,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_091.json,29,5,5,2,6,5,5,True,2.5,1,2,6,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,2.0,2.25,1,0.4330127018922193,False,True,False,1,19,3,3,low
case_CL120_EHR_092__anon_1bb6aaa9b4982eb9,GPT-5.6-Sol,case_CL120_EHR_092__GPT-5.6-Sol,case_CL120_EHR_092,GPT-5.6 Sol,closed_success,3,False,4e9147a263f0786266d3c7bc5fa4efa27c2dfec6ad3e77101856c65b66afe3a0,aa0f62c1eba1069e666ac63c7f597f671805a1ad2f2c2f5c4a3ebeb9316c2ccf,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_092.json,15,3,3,2,2,2,2,True,1.5,1,2,4,0,2,,,,closed,terminal_safe_handoff_closed,True,False,False,3.5,3.5,3,1.118033988749895,False,True,False,1,20,3,2,low
case_CL120_EHR_093__anon_1b6454f8051d4407,GPT-5.6-Sol,case_CL120_EHR_093__GPT-5.6-Sol,case_CL120_EHR_093,GPT-5.6 Sol,closed_success,5,False,4319cb42d22321f8d016e76e0f7e07d10f9a7b997c833a8c9d850e3869aef6fc,bf8effc5d9af1ab225fcc04346167a89a991c545744a1f3cb1d01c6c4de40fe6,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_093.json,17,5,5,1,1,1,1,True,5.0,1,1,6,0,3,,,,closed,terminal_safe_handoff_closed,True,False,False,3.0,3,4,2.0,True,True,True,0,19,3,5,moderate
case_CL120_EHR_094__anon_544b65ca682fcd34,GPT-5.6-Sol,case_CL120_EHR_094__GPT-5.6-Sol,case_CL120_EHR_094,GPT-5.6 Sol,open_at_100,100,False,f2f2e675e4058f433d06ca5d1f1faab5e04df0ac2946692f09d0d0c82d6a6781,9237ce65014e864f014fa7f89b335971905d167877eaffd74c14a97f45c5ecb4,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_094.json,217,100,100,1,5,4,4,True,100.0,1,1,101,0,3,,,,open,open_progressing,False,True,False,4.0,4,0,0.0,False,False,False,3,43,4,3,low
case_CL120_EHR_095__anon_a47d4c5fb64682aa,GPT-5.6-Sol,case_CL120_EHR_095__GPT-5.6-Sol,case_CL120_EHR_095,GPT-5.6 Sol,closed_success,21,False,5b61902f80d56e5b9e239c69c1f6aabdd896dbcbc4d1946d33a994661b52a148,c901be67822b6a845720643c8b1d1f83c28f3b195ba7b406fe1d3c245c11ab98,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_095.json,53,21,21,2,2,2,2,True,10.5,1,2,22,0,4,,,,closed,terminal_safe_handoff_closed,True,False,False,4.0,3.5,2,0.8660254037844386,False,True,False,3,27,4,4,moderate
case_CL120_EHR_096__anon_758ab80891a25de2,GPT-5.6-Sol,case_CL120_EHR_096__GPT-5.6-Sol,case_CL120_EHR_096,GPT-5.6 Sol,closed_success,41,False,e3867c4f9e105b943e0dc8db681d0154daf254d120f3e8a08b39273126164832,fa5bdeea1281611dcf3eefa1ad2d6a6d0b1c91094e5231791113c5b77f4b1e11,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_096.json,90,41,41,1,1,1,1,True,41.0,1,1,42,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4.75,1,0.4330127018922193,False,False,False,1,38,4,4,moderate
case_CL120_EHR_097__anon_f8fb6ff4c45d36e9,GPT-5.6-Sol,case_CL120_EHR_097__GPT-5.6-Sol,case_CL120_EHR_097,GPT-5.6 Sol,closed_success,5,False,0d346615cf35bcdccdf9e021b57235a923afca162165ac10a9e7333801aa6ddd,49930be9ca17ae8b4acf1e4c25b3e833ac5c6634375d6a8deaa665ee760434f3,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_097.json,23,5,5,1,3,3,3,True,5.0,1,1,6,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4.25,3,1.299038105676658,False,True,False,0,19,2,4,moderate
case_CL120_EHR_098__anon_3086c4fa063a208e,GPT-5.6-Sol,case_CL120_EHR_098__GPT-5.6-Sol,case_CL120_EHR_098,GPT-5.6 Sol,closed_success,13,False,2e987a181ded137defa72b9f707c1a1368d5cfa82427fb26520c0b2826f997f7,f01398067a81e464ec7233ed5668344ae23b2454e934b82525b4a268a6d0f2d8,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_098.json,30,13,13,0,0,0,0,False,,,,14,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,3.25,3,1.299038105676658,False,True,False,1,18,4,2,low
case_CL120_EHR_099__anon_5a75ac2ca2dfdb7e,GPT-5.6-Sol,case_CL120_EHR_099__GPT-5.6-Sol,case_CL120_EHR_099,GPT-5.6 Sol,closed_success,28,False,d1c9c672da7a8cab5571d367164dbf06d11bc9dda4eb8411b2dada1494ff025e,be50de9bcba9dd81b429dea5b3cfd548ecc3f2ccce134b924b6aca318eb1a045,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_099.json,61,28,28,0,0,0,0,False,,,,28,1,4,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,False,0,29,4,3,low
case_CL120_EHR_100__anon_166b9616ad0ad03e,GPT-5.6-Sol,case_CL120_EHR_100__GPT-5.6-Sol,case_CL120_EHR_100,GPT-5.6 Sol,closed_success,19,False,90fa22b6432981cabe509667745496c9bbb5bc3697d5bf7efbca99dd4eb570d1,a1cbe55eaae1a5bedead1da38d0aa79f0b57d55b1a1f295046c4ebf3a1b81b68,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_100.json,55,19,19,3,4,4,4,True,6.333333333333333,1,16,0,20,4,,,,closed,terminal_safe_episode_closed,True,False,False,4.5,4,3,1.224744871391589,False,True,False,1,25,2,5,moderate
case_CL120_EHR_101__anon_8a22269037e8e735,GPT-5.6-Sol,case_CL120_EHR_101__GPT-5.6-Sol,case_CL120_EHR_101,GPT-5.6 Sol,closed_success,13,False,8de388c32ece6e2114cd27ffe7250f2960e2c9ce05d27391538e537defab0b27,c6ea73507dc5e94217246047dcab39fa4e11baa4e68f0fc4e0e3b6d693acad28,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_101.json,90,13,13,3,7,6,6,True,4.333333333333333,1,8,14,0,42,,,,closed,terminal_safe_episode_closed,True,False,False,4.5,4.5,1,0.5,False,False,False,2,28,4,5,moderate
case_CL120_EHR_102__anon_90e06f540f152382,GPT-5.6-Sol,case_CL120_EHR_102__GPT-5.6-Sol,case_CL120_EHR_102,GPT-5.6 Sol,closed_success,42,False,026aac0e74672eef2ab4f303e3d61fc4132eb1df4781db32875918b2b50a3a72,953bcb1478ed5a5bba10e4e344839523330f9fd89ec0046839e215fa3d9e3bcf,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_102.json,91,42,42,1,1,1,1,True,42.0,18,18,0,43,3,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4.25,3,1.299038105676658,False,True,False,0,48,4,7,high
case_CL120_EHR_103__anon_9377166a90a1f713,GPT-5.6-Sol,case_CL120_EHR_103__GPT-5.6-Sol,case_CL120_EHR_103,GPT-5.6 Sol,closed_success,8,False,a51a756ef106cf311c702aae5921899e90b1413612e0954630f967914b538cdb,8685cb8b678a714b591c4502ab3db9137cbc9a0a8e2132a9b5b577b5f51c7a24,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_103.json,23,8,8,1,1,1,1,True,8.0,1,1,9,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,False,1,22,4,6,moderate
case_CL120_EHR_104__anon_2d2096d093f62cd9,GPT-5.6-Sol,case_CL120_EHR_104__GPT-5.6-Sol,case_CL120_EHR_104,GPT-5.6 Sol,closed_success,4,False,11bf2537a057d6f1218870e28de946b838117854257ae53277806bd6ff00816d,6cbacc92555df3a4a09fa6f04cf968429814824deec6523e25e614dc0708bf8f,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_104.json,17,4,4,1,1,1,1,True,4.0,1,1,5,0,5,,,,closed,terminal_safe_handoff_closed,True,False,False,5.0,5,0,0.0,False,False,False,1,16,2,3,low
case_CL120_EHR_105__anon_7bccd6dbbb29eae8,GPT-5.6-Sol,case_CL120_EHR_105__GPT-5.6-Sol,case_CL120_EHR_105,GPT-5.6 Sol,closed_success,34,False,b235fc01821bc43659cb89f9ab57dede9f4eb29b5b7fee0084cdc6f47bde0ed3,67064c2c8e3276473469002675871784be9e7261ab54cea60a51fb21fb46a3d0,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_105.json,83,34,34,4,4,4,4,True,8.5,1,32,35,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,False,0,27,3,4,moderate
case_CL120_EHR_106__anon_7bb2e338a7ca215b,GPT-5.6-Sol,case_CL120_EHR_106__GPT-5.6-Sol,case_CL120_EHR_106,GPT-5.6 Sol,closed_success,15,False,883460f9cc7da6e332deac4dbecf6cb45acee2e1261d090969bc8082822e79f0,5786a794539f1b665e4d73c88dec70179cdce28decbeb4defc9c10b5ae787363,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_106.json,39,15,15,2,2,2,2,True,7.5,1,15,16,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,4.0,4.25,1,0.4330127018922193,False,False,False,4,37,4,4,moderate
case_CL120_EHR_107__anon_44233bb54a37c44c,GPT-5.6-Sol,case_CL120_EHR_107__GPT-5.6-Sol,case_CL120_EHR_107,GPT-5.6 Sol,closed_success,19,False,16bbf40eabf61684941911606898faafc13f198e30bf957a701364060650b084,99d445866c81313c86eadb11fce673dec732a6fc6c1384ef485938d39a565220,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_107.json,63,19,19,3,7,6,6,True,6.333333333333333,1,13,20,0,5,,,,closed,terminal_safe_episode_closed,True,False,False,4.0,3.75,3,1.0897247358851685,False,True,False,2,24,4,3,low
case_CL120_EHR_108__anon_803acb84b7d7565b,GPT-5.6-Sol,case_CL120_EHR_108__GPT-5.6-Sol,case_CL120_EHR_108,GPT-5.6 Sol,closed_success,7,False,4831baff0fafa8e52a058d281f55897b5144c4cae9119b059f82e2efac70440d,16b65a6861295affb75e14e10a53eea1a0eca993edbb9f92d8bedbad940e872a,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_108.json,35,7,7,2,5,5,5,True,3.5,1,2,8,0,5,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,False,2,26,4,2,low
case_CL120_EHR_109__anon_6dca7d48bfe387e0,GPT-5.6-Sol,case_CL120_EHR_109__GPT-5.6-Sol,case_CL120_EHR_109,GPT-5.6 Sol,closed_success,7,False,cc2288f16f53c17bd13ad572ad6175595d8027214f1601347e386184871e301e,ac410bc844d946f30c83fa54f5a721be9797fb7ce474bf1c79afe33dd9724724,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_109.json,29,7,7,4,4,4,4,True,1.75,1,5,8,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,5,0,0.0,False,False,False,1,27,3,2,low
case_CL120_EHR_110__anon_ce923bbd98545457,GPT-5.6-Sol,case_CL120_EHR_110__GPT-5.6-Sol,case_CL120_EHR_110,GPT-5.6 Sol,closed_success,6,False,4bffba3129e0e48e2fe3778c5dc416c4d1f3edced5a4bc8b9ecb8a130b45fcbc,9c5fc7412e97282a4b47b7b560ea9d33330abb2dac929dd6732e5153ffd74f8c,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_110.json,21,6,6,2,2,2,2,True,3.0,1,2,7,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,2.0,2.5,4,1.5,True,True,False,0,23,4,5,moderate
case_CL120_EHR_111__anon_b7909670f1476bda,GPT-5.6-Sol,case_CL120_EHR_111__GPT-5.6-Sol,case_CL120_EHR_111,GPT-5.6 Sol,closed_success,3,False,ff7b817f75cfe8e04b37c7e48da216c9d0d9b670822ea7616b32f96541021add,51f2a0088e20e7b5505fda69b46c33856c3676d0f95002a3143a88cfba0373b7,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_111.json,15,3,3,2,2,2,2,True,1.5,1,2,4,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,1.5,2,3,1.224744871391589,True,True,False,0,11,1,4,moderate
case_CL120_EHR_112__anon_50b62ae080bc574b,GPT-5.6-Sol,case_CL120_EHR_112__GPT-5.6-Sol,case_CL120_EHR_112,GPT-5.6 Sol,closed_success,11,False,fee64928c3c9fda44ed88cf4394045c933ad297d65c75885efe448da202cb01f,e2dc4ddabc1441ec6f927111cbceb19e3b08f8b557d425187856a6ef93d9fc7a,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_112.json,33,11,11,3,3,3,3,True,3.6666666666666665,1,9,11,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,3.25,3,1.299038105676658,False,True,False,1,43,3,3,low
case_CL120_EHR_113__anon_cafab24d2d853c8f,GPT-5.6-Sol,case_CL120_EHR_113__GPT-5.6-Sol,case_CL120_EHR_113,GPT-5.6 Sol,closed_success,9,False,789ebae88cdeb52739cf27f9885e2ee53e919d9b701ee59fae3fb3c15e1c79c8,5a0a4ad72d8b244895878ef6f3d76094299d750db84406a18d60a48132dfc684,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_113.json,31,9,9,1,3,3,3,True,9.0,1,1,10,0,3,,,,closed,terminal_safe_handoff_closed,True,False,False,4.5,3.75,4,1.6393596310755,True,True,False,1,10,3,5,moderate
case_CL120_EHR_114__anon_b81e83274e958135,GPT-5.6-Sol,case_CL120_EHR_114__GPT-5.6-Sol,case_CL120_EHR_114,GPT-5.6 Sol,closed_success,6,False,07eb4e0b0ae50f05babd1bcaeb30f2c10c43420bea132760e52ebc7f61c5b62f,a97097868cd16513e5788469c5ed3314aab493da11412bce8fb01e1d6ea44245,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_114.json,18,6,6,1,1,1,1,True,6.0,1,1,7,0,2,,,,closed,terminal_safe_handoff_closed,True,False,False,2.0,2.75,3,1.299038105676658,False,True,True,0,16,3,3,low
case_CL120_EHR_115__anon_5b883f4851415e8d,GPT-5.6-Sol,case_CL120_EHR_115__GPT-5.6-Sol,case_CL120_EHR_115,GPT-5.6 Sol,closed_success,32,False,7d5f382827057d13d3ff4741dc058deab7b1b4d0f4c79adf6fcbd7a3fa856fd9,f676f488a065f641a7be707de7fd622ac70c861cd52abfa9400eb0bb2c0f19dc,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_115.json,88,32,32,3,7,6,6,True,10.666666666666666,1,9,33,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,4.5,4.5,1,0.5,False,False,False,2,50,4,3,low
case_CL120_EHR_116__anon_2a83997d2e64c09a,GPT-5.6-Sol,case_CL120_EHR_116__GPT-5.6-Sol,case_CL120_EHR_116,GPT-5.6 Sol,closed_success,10,False,ede84d1df99399a657c830c2e63757602ae73d0db7517c99a16a75555aa09dc5,a1ee1ebbc197d416503def74ac8dfdb34dbbbb57d6384452e3908a5721fafdca,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_116.json,31,10,10,2,2,2,2,True,5.0,2,3,11,0,4,,,,closed,terminal_safe_handoff_closed,True,False,False,3.5,3.5,3,1.5,False,True,False,0,16,2,4,moderate
case_CL120_EHR_117__anon_0a988c1b428a28c3,GPT-5.6-Sol,case_CL120_EHR_117__GPT-5.6-Sol,case_CL120_EHR_117,GPT-5.6 Sol,closed_success,11,False,7a6ae1297075b280afc2f9c1e7ef6bed00e9d468bb9c82bccfa0c9869c53d0bf,f11d39014a9b2ebf18657900b5c05621b77f983da76f0981cff8c6d9dcbee6c1,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_117.json,46,11,11,3,7,6,6,True,3.6666666666666665,1,3,12,0,4,,,,closed,terminal_safe_episode_closed,True,False,False,4.0,3.75,3,1.0897247358851685,False,True,True,2,12,4,3,low
case_CL120_EHR_118__anon_bfbb37029110b102,GPT-5.6-Sol,case_CL120_EHR_118__GPT-5.6-Sol,case_CL120_EHR_118,GPT-5.6 Sol,closed_success,20,False,7819a597e2662c184c2a51d3bdd1b2f26304eccd3258e3e5064b1ee13883dbda,e2f84ea1579976a9abd177206a2599526bec5e12dcdcd8a276e146da3958bf65,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_118.json,60,20,20,2,6,5,5,True,10.0,1,13,21,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,False,1,16,3,6,moderate
case_CL120_EHR_119__anon_fc927c613adf26ad,GPT-5.6-Sol,case_CL120_EHR_119__GPT-5.6-Sol,case_CL120_EHR_119,GPT-5.6 Sol,runtime_error,35,True,89e55a48d9b922e1dd2ffdf97f1e88608c4ace96b4fc944ec5247e1a035136c5,0f289f0e601ae50ef6e9c23abafaa400dd7b8094ac9b7d9b2651f86dbd487b62,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_119.json,72,35,35,0,0,0,0,False,,,,6,29,2,content_filter_400,RuntimeError,Provider/runtime error detail removed from public release; public category fields retain the operational failure type.,open,,False,False,True,4.5,4.5,1,0.5,False,False,False,2,34,4,5,moderate
case_CL120_EHR_120__anon_1d19caa585b68dd1,GPT-5.6-Sol,case_CL120_EHR_120__GPT-5.6-Sol,case_CL120_EHR_120,GPT-5.6 Sol,closed_success,7,False,01c8c6823c69859f2cb86f491bde78cd033aa8580fab1b935e48803cba11eb2e,e59bc483aea27ab9c742a905e9ab37f3c3b169c9b70276993e96d143bb0d9b00,trajectories/by_model/GPT-5.6-Sol/case_CL120_EHR_120.json,24,7,7,2,2,2,2,True,3.5,1,2,0,8,3,,,,closed,terminal_safe_episode_closed,True,False,False,3.5,3.5,3,1.5,False,True,False,0,20,4,5,moderate
case_CL120_EHR_001__anon_76335b0278ad1722,Kimi-K2,case_CL120_EHR_001__Kimi-K2,case_CL120_EHR_001,Kimi K2,closed_success,6,False,2de36bf6885185377a3ca40fa830e352d89595db8fe1f0cbb6e859cd99b30bf6,0927e82c57211064887b03c698a4e0ae1a13c3f79ec883fc21d1b6ffb712c523,trajectories/by_model/Kimi-K2/case_CL120_EHR_001.json,29,6,6,1,5,4,4,True,6.0,1,1,7,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,1.5,2.25,4,1.6393596310755,True,True,False,1,12,3,2,low
case_CL120_EHR_002__anon_425ebf15d3248e97,Kimi-K2,case_CL120_EHR_002__Kimi-K2,case_CL120_EHR_002,Kimi K2,closed_success,30,False,198cab9ced25f798d84c1b8583996a880b2e6ef537e54a0056c57a30560b484a,fbeb31e6567c3c58ecbf9d6a445cd7e210de46545929e8d7bb1388c162977068,trajectories/by_model/Kimi-K2/case_CL120_EHR_002.json,86,30,30,4,8,8,8,True,7.5,1,7,31,0,1,,,,closed,terminal_safe_episode_closed,True,False,False,5.0,4,4,1.7320508075688772,True,False,True,1,22,4,6,moderate
case_CL120_EHR_003__anon_77fa961fdeeb6136,Kimi-K2,case_CL120_EHR_003__Kimi-K2,case_CL120_EHR_003,Kimi K2,closed_success,16,False,86c058eb5a852e65bb2a5c45817d4d109b8d37124062a3ec3cf7767c63723873,44e2dcde27c444b017366a773c61b4438abe6348c6587a9c802f78c79d8b751e,trajectories/by_model/Kimi-K2/case_CL120_EHR_003.json,57,16,16,4,7,7,7,True,4.0,1,9,17,0,2,,,,closed,terminal_safe_episode_closed,True,False,False,3.0,3,4,2.0,True,False,True,0,39,4,6,moderate
case_CL120_EHR_004__anon_eb62752c671ce77f,Kimi-K2,case_CL120_EHR_004__Kimi-K2,case_CL120_EHR_004,Kimi K2,closed_success,7,False,60172225484e85356e0c1a03e50e772cdde54e43dc3cacd7836afd8c2bb916ea,1b7715b3014e656b831dd2c1ec98c94615c5997a0a47e6635921ca937be899e7,trajectories/by_model/Kimi-K2/case_CL120_EHR_004.json,33,7,7,2,5,5,5,True,3.5,1,2,8,0,3,,,,closed,terminal_safe_episode_closed,True,False,False,1.0,2,4,1.7320508075688772,True,True,False,0,15,2,6,moderate
